start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,external_perturbation_step_count,perturbation_relation,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
93,131,1.0,1.021,39,0,0,0,post_event,6.942451022950991e-06,0.0,0.0,0.0
94,114,0.5,0.5049999999999999,21,0,0,0,post_event,3.4756959053083847e-06,0.0,0.0,0.0
94,132,1.0,1.0259999999999998,39,0,0,0,post_event,6.78598883041559e-06,0.0,0.0,0.0
95,115,0.5,0.504,21,0,0,0,post_event,3.4511089666011685e-06,0.0,0.0,0.0
95,132,1.0,1.0059999999999998,38,0,0,0,post_event,6.573647283403261e-06,0.0,0.0,0.0
96,116,0.5,0.5009999999999999,21,0,0,0,post_event,3.377348207322939e-06,0.0,0.0,0.0
97,117,0.5,0.5060000000000002,21,0,0,0,post_event,3.2208859579441196e-06,0.0,0.0,0.0
98,118,0.5,0.5230000000000001,21,0,0,0,post_event,3.359466802521638e-06,0.0,0.0,0.0
99,119,0.5,0.5339999999999998,21,0,0,0,post_event,3.350526128542697e-06,0.0,0.0,0.0
100,119,0.5,0.5039999999999996,20,0,0,0,post_event,3.171712251059944e-06,0.0,0.0,0.0
101,120,0.5,0.5150000000000001,20,0,0,0,post_event,3.4421682357788086e-06,0.0,0.0,0.0
102,121,0.5,0.5299999999999998,20,0,0,0,post_event,3.5315752597853134e-06,0.0,0.0,0.0
103,121,0.5,0.5059999999999998,19,0,0,0,post_event,3.500282844015601e-06,0.0,0.0,0.0
104,122,0.5,0.512,19,0,0,0,post_event,3.3684075333439978e-06,0.0,0.0,0.0
105,123,0.5,0.5230000000000006,19,0,0,0,post_event,3.359466745678219e-06,0.0,0.0,0.0
106,123,0.5,0.5030000000000006,18,0,0,0,post_event,3.14712519866589e-06,0.0,0.0,0.0
107,124,0.5,0.5050000000000003,18,0,0,0,post_event,2.91690224685226e-06,0.0,0.0,0.0
108,125,0.5,0.5030000000000001,18,0,0,0,post_event,2.8677284262812464e-06,0.0,0.0,0.0
109,127,0.5,0.5180000000000002,19,0,0,0,post_event,2.9571353934443323e-06,0.0,0.0,0.0
110,128,0.5,0.5110000000000001,19,0,0,0,post_event,3.064423765408719e-06,0.0,0.0,0.0
111,129,0.5,0.5019999999999998,19,0,0,0,post_event,3.1225383168020926e-06,0.0,0.0,0.0
112,130,0.5,0.5049999999999999,19,0,0,0,post_event,3.475695791621547e-06,0.0,0.0,0.0
113,131,0.5,0.5289999999999999,19,0,0,0,post_event,3.5069882073912595e-06,0.0,0.0,0.0
114,131,0.5,0.5109999999999997,18,0,0,0,post_event,3.3438205377933627e-06,0.0,0.0,0.0
115,132,0.5,0.5209999999999999,18,0,0,0,post_event,3.3102929251072055e-06,0.0,0.0,0.0
116,132,0.5,0.5019999999999998,17,0,0,0,post_event,3.1225383168020926e-06,0.0,0.0,0.0
