episode_id,model,start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,parameter_change_count,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
5202,nominal,56,108,1.5,1.5579999999999998,53,3,6,31.226434323216687,0.18691916017908233,46.93742772237904,93.06828305553256
5202,nominal,57,74,0.5,0.504,18,1,1,8.782742049437957,77.6257753305212,0.7308927646384952,1.105364975733103
5202,nominal,57,92,1.0,1.005,36,2,4,30.2339326725935,8.766519121006096,0.34995541856634327,1.137033922548511
5202,nominal,57,108,1.5,1.5299999999999998,52,3,6,31.22643445821358,0.18691916017908233,46.93742771947227,93.06828306660407
5202,nominal,58,75,0.5,0.5060000000000002,18,1,1,11.093893581656744,79.69487733094344,0.7443652866508367,0.4645688135221171
5202,nominal,58,93,1.0,1.0050000000000003,36,2,4,30.426082336237076,7.144777061772626,0.32118895424263166,1.065426600693911
5202,nominal,58,108,1.5,1.5030000000000001,51,3,6,31.226434567373964,0.18691916017908233,46.93742771889651,93.06828306879237
5202,nominal,59,76,0.5,0.5049999999999999,18,2,2,13.21463806293465,78.5493365186207,0.7942903529216175,1.8490721605091878
5202,nominal,59,94,1.0,1.005,36,2,4,30.586726248900213,5.764065387205805,0.29341970084091334,0.9917617738083351
5202,nominal,59,109,1.5,1.513,51,3,7,31.23236470336253,0.1569439607136741,47.90497810105885,25.461833225123655
5202,nominal,60,77,0.5,0.512,18,2,3,15.802685318552495,74.01551562861353,0.8196991466740328,0.7259637063639133
5202,nominal,60,95,1.0,1.0030000000000001,36,2,4,30.708711417203887,4.715909006028986,0.26937316182832455,0.9248686490125522
5202,nominal,60,110,1.5,1.521,51,3,7,31.23718784523213,0.13474138468894872,47.23647896623997,18.56943469464329
5202,nominal,61,78,0.5,0.5190000000000001,18,2,4,18.16974042325539,67.93848499532676,0.8162232619460578,0.09931242521906825
5202,nominal,61,96,1.0,1.004,36,2,4,30.817203220562366,3.7617564851487746,0.24464349626784812,0.8527496884311176
5202,nominal,61,111,1.5,1.5400000000000005,51,3,7,31.24236279453329,0.11074200037232511,44.64646440342197,55.10670081654075
5202,nominal,62,79,0.5,0.516,18,2,4,19.62670680644348,63.8923945581175,0.8048030226235505,0.49655086162439943
5202,nominal,62,97,1.0,1.0059999999999998,36,2,4,30.90129195556266,3.020411747045932,0.22262922432368207,0.7862268609429321
5202,nominal,62,111,1.5,1.5140000000000002,50,3,7,31.24236287372253,0.11074200037232511,44.64646439863043,55.10670079823029
5202,nominal,63,80,0.5,0.5060000000000002,18,2,4,20.87588796300682,60.314071189848235,0.7884171829975919,0.7802975149252518
5202,nominal,63,98,1.0,1.004,36,2,4,30.970583077138304,2.4033602067127022,0.2017223750738344,0.7209288734710952
5202,nominal,63,112,1.5,1.5170000000000003,50,3,7,31.245292732453358,0.08666981332228471,42.24640682154764,70.58993710405329
5202,nominal,64,81,0.5,0.504,18,2,4,22.148949949247438,56.548177206977655,0.7649725876101434,1.0193463591735679
5202,nominal,64,99,1.0,1.0020000000000002,36,2,4,31.01646027921185,2.0064461765532458,0.1862686511576721,0.6719061246410973
5202,nominal,64,113,1.5,1.5320000000000005,50,3,7,31.24748377426118,0.05509537875635751,39.01390333837443,80.81259649763635
5202,nominal,65,82,0.5,0.5030000000000001,18,2,4,23.51499415285226,52.23291573054317,0.7320003305162202,1.2211993035924138
5202,nominal,65,100,1.0,1.0010000000000003,36,2,4,31.060001709210507,1.622190664878717,0.16959654408834982,0.6174868523134549
5202,nominal,65,113,1.5,1.5040000000000004,49,3,7,31.24748390332787,0.05509537875635751,39.01390333719452,80.81259649311374
5202,nominal,66,83,0.5,0.5020000000000002,18,2,4,24.86578369693604,46.70056491924038,0.6910317640323247,1.3656284488429264
5202,nominal,66,102,1.0,1.0230000000000001,37,2,4,31.122808493509343,1.067362098249696,0.14075973238461165,0.5207153153671413
5202,nominal,66,114,1.5,1.5059999999999998,49,3,7,31.248644185553648,0.035360746783079065,36.22584047495457,84.48675175551323
5202,nominal,67,84,0.5,0.5139999999999998,18,1,4,26.337351429144707,37.70022146149174,0.6326302741413501,1.4600479620928581
5202,nominal,67,103,1.0,1.024,37,1,4,31.147231569977073,0.8477394105913559,0.1270347701592497,0.473275998201224
5202,nominal,67,116,1.5,1.521,50,2,7,31.249600244831576,0.018768575449716274,32.57146903616381,84.8527817030984
5202,nominal,68,85,0.5,0.5169999999999999,18,1,3,1.9634919584487947e-06,4.530329049472886e-06,30.11805154064212,7.594695650785184
5202,nominal,68,104,1.0,1.024,37,1,3,3.9895881663932905e-06,0.0,8.433203266897547,29.745103479019665
5202,nominal,68,117,1.5,1.5190000000000001,50,2,6,2.205780317525074e-06,1.4040012530368936e-06,8.184979306111716,5.511639091438568
5202,nominal,69,86,0.5,0.5139999999999998,18,1,3,1.9142848667207513e-06,3.789376013844683e-06,29.59803351286159,20.80071966676421
5202,nominal,69,105,1.0,1.0229999999999997,37,2,4,3.937034500884318e-06,2.2391838427927095e-06,7.516311464887464,33.95896147645789
5202,nominal,69,118,1.5,1.5159999999999996,50,2,6,2.0165503316629573e-06,1.0325837820352668e-06,7.9713205022687585,8.546351350335257
5202,nominal,70,87,0.5,0.504,18,1,3,1.9164013763529606e-06,4.0666253201999655e-06,29.083485365470885,28.58600008431553
5202,nominal,70,106,1.0,1.028,37,2,4,3.953401970958019e-06,3.4406582045691027e-06,6.387900369543001,34.19426830026339
5202,nominal,70,119,1.5,1.513,50,2,6,1.810232594643909e-06,7.46398967528101e-07,7.698953851731615,10.894665279548704
5202,nominal,71,88,0.5,0.5070000000000001,18,1,3,2.328660058623012e-06,3.2806831471485037e-06,27.962482532967286,38.6552661060002
5202,nominal,71,106,1.0,1.0020000000000002,36,2,4,4.078543030253052e-06,3.4406582045691294e-06,6.387900369369928,34.19426829897009
5202,nominal,71,120,1.5,1.5090000000000003,50,2,6,1.911976768302892e-06,5.714328494841597e-07,7.425194171685986,12.443616810037902
5202,nominal,72,89,0.5,0.5069999999999997,18,1,3,2.2469682040309414e-06,2.5268650609303126e-06,26.740415761251338,45.26172960628823
5202,nominal,72,107,1.0,1.049,36,2,4,4.035759377346543e-06,5.044007451726439e-07,4.4055656559589975,26.788309878817245
5202,nominal,72,121,1.5,1.5030000000000001,50,2,6,1.4908034508898447e-06,3.645144772716176e-07,7.140568181926604,13.553614211006241
5202,nominal,73,90,0.5,0.5019999999999998,18,1,3,2.156727534208544e-06,1.876978705756665e-06,25.398004132956594,49.71894678237827
5202,nominal,73,107,1.0,1.017,35,2,4,3.915990158289188e-06,5.044007451723184e-07,4.405565655843277,26.78830987804804
5202,nominal,73,123,1.5,1.5149999999999997,51,2,6,9.234012977720236e-07,2.0727993899096338e-07,6.496056342004262,14.924751898336389
5202,nominal,74,91,0.5,0.5049999999999999,18,1,3,2.292980175160351e-06,1.3144122665474237e-06,23.928303068128113,52.48932115716857
5202,nominal,74,108,1.0,1.057,35,2,5,3.878847365577e-06,2.8176915822834937e-07,0.1990560251611344,70.84036151318054
5202,nominal,74,124,1.5,1.5180000000000002,51,2,6,8.099436537833791e-07,1.445476129972114e-07,6.069700144629148,15.227005834901881
5202,nominal,75,92,0.5,0.5009999999999999,18,1,3,2.4049806648830378e-06,9.306209915067948e-07,22.478274105006747,53.704774296353506
5202,nominal,75,108,1.0,1.0259999999999998,34,2,5,3.881158479571625e-06,2.8176915822834116e-07,0.19905602526235236,70.84036151251456
5202,nominal,75,125,1.5,1.516,51,2,6,6.968695386983911e-07,1.0013515354759256e-07,5.630061501437389,15.159951949564359
5202,nominal,76,94,0.5,0.5269999999999997,19,0,3,2.6177546654480376e-06,4.3111008721661957e-07,19.54051134190542,53.02821787261348
5202,nominal,76,109,1.0,1.0349999999999997,34,1,6,3.7895387241726585e-06,7.037480607152703e-07,2.807545637789038,68.64448249345145
5202,nominal,76,126,1.5,1.5170000000000003,51,1,6,5.400588788221908e-07,6.25881284894419e-08,5.18624373549626,14.79392425926985
5202,nominal,77,94,0.5,0.5,18,0,2,2.4592043752539066e-06,4.2539669241190355e-07,0.725531573746181,0.710903848776141
5202,nominal,77,109,1.0,1.008,33,1,5,3.6308063124349168e-06,7.037473004345429e-07,46.749925420486406,19.877326515332186
5202,nominal,77,127,1.5,1.5670000000000006,51,1,5,4.656388048841633e-07,2.0359678404426705e-08,11.213568842940933,40.17859976668809
5202,nominal,78,96,0.5,0.52,19,0,1,2.6602114787636683e-06,1.6560319024804452e-07,0.00867709694430881,0.009168368344546707
5202,nominal,78,110,1.0,1.009,33,1,4,3.399561884224527e-06,3.843135075953906e-06,47.262052141531,18.79926983511274
5202,nominal,78,127,1.5,1.5320000000000005,50,1,4,4.630892345628719e-07,2.0359678404426705e-08,12.099867969705546,42.23027947019242
5202,nominal,79,97,0.5,0.5129999999999999,19,0,0,2.7778098584352948e-06,1.0781135986806504e-07,5.676426165983142e-06,3.5678273064831956e-06
5202,nominal,79,111,1.0,1.0210000000000004,33,1,3,2.8748042363457484e-06,8.326353281518205e-06,44.68489981283426,55.25179328720395
5202,nominal,79,128,1.5,1.5159999999999996,50,2,4,5.863469664398586e-07,8.199229602989022e-07,14.331219943425987,116.74080731566137
5202,nominal,80,98,0.5,0.5189999999999997,19,0,0,2.684756050286437e-06,6.77198145811429e-08,5.413740134619953e-06,6.779825206137957e-06
5202,nominal,80,112,1.0,1.032,33,1,3,2.217656231775919e-06,8.322476375610755e-06,42.280451566274195,70.71907230040964
5202,nominal,80,129,1.5,1.5149999999999997,50,2,4,9.354143969642572e-07,3.3798923113962426e-06,19.14649942779153,218.876312700667
5202,nominal,81,99,0.5,0.5209999999999999,19,0,0,2.9225096029869665e-06,4.5329935492621444e-08,5.099594942176743e-06,8.800706979172901e-06
5202,nominal,81,112,1.0,1.0110000000000001,32,1,3,2.2255286766850484e-06,8.322476205080498e-06,42.280451487654645,70.71907200871038
5202,nominal,81,130,1.5,1.5140000000000002,50,2,5,9.594157423607408e-07,6.64515853275487e-06,23.659484103557258,225.64920704131887
5202,nominal,82,100,0.5,0.5250000000000004,19,0,0,2.7894741195337175e-06,2.8953481294366312e-08,4.751365806211721e-06,5.268045448758585e-06
5202,nominal,82,113,1.0,1.0280000000000005,32,1,3,1.4996042366645572e-06,5.698815115806811e-06,39.043450354760665,80.92503544232471
5202,nominal,82,131,1.5,1.5110000000000001,50,2,6,1.152728909566329e-06,9.166830438222054e-06,27.60607391620883,197.32946410112368
5202,nominal,83,101,0.5,0.524,19,0,0,2.5547123537689633e-06,1.6310745769730508e-08,4.883442308691736e-06,5.291015291675194e-06
5202,nominal,83,113,1.0,1.0010000000000003,31,1,3,1.200025323767598e-06,5.6988149310657e-06,39.043450357398136,80.92503545240965
5202,nominal,83,132,1.5,1.5090000000000003,50,2,7,1.2467893964151172e-06,1.0723634091416808e-05,31.33995050851519,149.3550607805761
5202,nominal,84,102,0.5,0.5209999999999999,19,0,0,2.4159986430538566e-06,1.0304448395312756e-08,4.586821819876764e-06,2.3428271234138265e-06
5202,nominal,84,114,1.0,1.0039999999999996,31,1,3,9.055516324841641e-07,2.7443923897876082e-06,36.252079110607035,84.58700378643702
5202,nominal,84,133,1.5,1.5,50,2,8,1.4655516054746274e-06,6.694288222447233e-06,33.6197321627351,108.56100610798723
5202,nominal,85,103,0.5,0.5100000000000002,19,0,0,2.1993455978943075e-06,1.4210854715202004e-14,4.064006795892096e-06,4.83727510669496e-06
5202,nominal,85,116,1.0,1.0070000000000001,32,1,3,3.1078512898482213e-07,1.8689714664788013e-06,32.5938561732275,84.938988815855
5202,nominal,85,135,1.5,1.5080000000000005,51,2,10,1.7550202082361799e-06,6.506565224302281e-06,36.04353139936685,33.727478177424814
5202,nominal,86,104,0.5,0.5070000000000001,19,0,0,2.1037453124994567e-06,0.0,3.765572169575692e-06,2.446980865045134e-06
5202,nominal,86,117,1.0,1.0020000000000002,32,1,3,5.3014807497671584e-08,1.4040010398740708e-06,30.50530525284048,83.54203494255562
5202,nominal,86,136,1.5,1.5059999999999998,51,2,10,1.8068027228570698e-06,8.407868645776991e-06,36.135401851253555,3.281081398522531
5202,nominal,87,105,0.5,0.5089999999999999,19,1,1,2.0525531667827e-06,2.2390358225283383e-06,6.976430573591668,258.3861848056345
5202,nominal,87,118,1.0,1.0019999999999998,32,1,3,8.844639230898877e-08,1.0325836399267183e-06,28.472505016506943,81.31200753305
5202,nominal,87,137,1.5,1.5110000000000001,51,2,10,1.7718116971557781e-06,8.339811500055468e-06,35.50777610741338,20.92086580452093
5202,nominal,88,106,0.5,0.524,19,1,1,1.9573111085203145e-06,3.4408809028723384e-06,19.30857127558549,373.70123723393436
5202,nominal,88,119,1.0,1.009,32,1,3,3.4164398626862553e-07,7.463988254195506e-07,26.51076455853405,78.46961995581202
5202,nominal,88,138,1.5,1.52,51,2,10,1.831882884162804e-06,1.0281247751366648e-05,34.51573803475657,36.74215509797091
5202,nominal,89,107,0.5,0.569,19,1,1,1.8745985935410775e-06,5.045403739246443e-07,40.96089059847648,292.5989148385761
5202,nominal,89,120,1.0,1.0020000000000002,32,1,3,7.223195444029007e-07,5.714327357973209e-07,24.84750886300784,75.60253111054607
5202,nominal,89,139,1.5,1.5159999999999996,51,2,10,1.8887596302900278e-06,9.325259618014484e-06,33.33084756129786,47.395619662348764
5202,nominal,90,107,0.5,0.5420000000000003,18,1,1,1.768714970647699e-06,5.04561683101255e-07,40.960890590669315,292.59891485743674
5202,nominal,90,122,1.0,1.0150000000000006,33,1,3,1.1789233899984328e-06,2.9732966311371833e-07,21.995133914738034,69.83604197646878
5202,nominal,90,140,1.5,1.516,51,2,10,1.9095169232965367e-06,8.990284825002712e-06,31.833378397229882,55.46182422547537
5202,nominal,91,107,0.5,0.5150000000000001,17,1,1,1.6708556257726565e-06,5.04582821747618e-07,40.96089058197622,292.59891487755925
5202,nominal,91,123,1.0,1.013,33,1,3,1.3265045184460929e-06,2.072799105692542e-07,20.344159709756287,66.0389686958136
5202,nominal,91,141,1.5,1.5190000000000001,51,2,10,1.9578091350296948e-06,6.831401243688493e-06,30.000074101731826,61.11014839688718
5202,nominal,92,108,0.5,0.552,17,1,2,1.5244943090334768e-06,2.81687339232975e-07,46.99612852208829,92.84978840059324
5202,nominal,92,124,1.0,1.0130000000000003,33,1,3,1.5446582613020595e-06,1.44547584575501e-07,18.615499097213984,61.73787938354511
5202,nominal,92,142,1.5,1.5180000000000002,51,2,10,2.0074602153863064e-06,5.822638276349942e-06,28.275851016547794,63.860116779626395
5202,nominal,93,108,0.5,0.5249999999999999,16,1,2,1.4351127647304575e-06,2.816788695636369e-07,46.996128513644194,92.8497884216577
5202,nominal,93,125,1.0,1.0150000000000001,33,1,3,1.760161083633122e-06,1.0013512512588123e-07,16.95319907892154,57.32069148233766
5202,nominal,93,143,1.5,1.5189999999999997,51,2,10,2.0479538285576187e-06,4.6301246806157494e-06,26.457675275175053,64.93485091527384
5202,nominal,94,109,0.5,0.5359999999999996,16,1,3,1.2583256392526422e-06,7.036931215509613e-07,47.95636615296514,25.269392780921976
5202,nominal,94,126,1.0,1.0180000000000002,33,1,3,1.992330126659641e-06,6.258810006773136e-08,15.367203109298789,52.866533530756996
5202,nominal,94,144,1.5,1.5180000000000002,51,2,10,2.098598915485376e-06,2.5869096309904112e-06,24.775752146683907,64.6893526286528
5202,nominal,95,109,0.5,0.508,15,1,3,1.1529938603874161e-06,7.036891069845076e-07,47.95636606122909,25.269393056164063
5202,nominal,95,127,1.0,1.0670000000000006,33,1,3,2.9430650769772666e-06,2.0359678404426358e-08,12.113144117424119,42.26050826128492
5202,nominal,95,145,1.5,1.5180000000000002,51,2,10,2.1584681269513425e-06,2.1586969527295983e-06,22.999845437998655,63.42524197854348
5202,nominal,96,110,0.5,0.5179999999999998,15,1,3,8.567193106185506e-07,3.8431048778876155e-06,47.281732077504714,18.73983908060916
5202,nominal,96,127,1.0,1.0410000000000004,32,1,3,3.0058182360931492e-06,2.0359678404426384e-08,12.113144072079994,42.26050809197313
5202,nominal,96,146,1.5,1.5190000000000001,51,2,10,2.184756983111739e-06,1.9323309412997646e-06,21.339831686203286,61.481992180453005
5202,nominal,97,111,0.5,0.5360000000000005,15,1,3,1.96821119412046e-07,8.326338175379635e-06,44.684898114804916,55.25178743589345
5202,nominal,97,127,1.0,1.0120000000000005,31,1,3,3.1300093823463383e-06,2.035967840442635e-08,12.113144014305014,42.260507876952595
5202,nominal,97,147,1.5,1.5200000000000005,51,2,10,2.2545760447833843e-06,1.506834866993086e-06,19.577596010585484,58.74119162291878
5202,nominal,98,111,0.5,0.5080000000000005,14,1,3,9.276617163887221e-08,8.32633719483066e-06,44.684898044919635,55.25178722514835
5202,nominal,98,128,1.0,1.0029999999999997,31,2,4,3.3683841700081584e-06,8.199229602989022e-07,14.331219629590326,116.74080850437056
5202,nominal,98,148,1.5,1.52,51,2,10,2.3045544450638787e-06,1.3243395771842856e-06,18.01472567066174,55.81679948281844
5202,nominal,99,112,0.5,0.5130000000000003,14,1,3,4.6956400012732047e-07,8.32246691118151e-06,42.28044980243383,70.71906626558612
5202,nominal,99,130,1.0,1.0160000000000005,32,2,5,3.6509976697882537e-06,6.64515853275487e-06,23.659483812137,225.6492081511004
5202,nominal,99,149,1.5,1.5190000000000006,51,2,10,2.3635212646633e-06,1.1788537411313217e-06,16.5396819389332,52.680134601455634
5202,nominal,100,113,0.5,0.5300000000000002,14,1,3,1.2064609933304596e-06,5.698810497279024e-06,39.04344879954191,80.92503012022749
5202,nominal,100,131,1.0,1.013,32,2,6,3.8499594623620635e-06,9.166830438222054e-06,27.60607362865997,197.32946519799765
5202,nominal,100,150,1.5,1.5229999999999997,51,2,10,2.472440590170196e-06,1.0827547439465708e-06,15.201708697844746,49.55456543484922
5202,nominal,101,113,0.5,0.5030000000000001,13,1,3,1.2905787087902805e-06,5.698810184640221e-06,39.04344879507438,80.9250301099656
5202,nominal,101,132,1.0,1.0110000000000001,32,2,7,3.7190967602176186e-06,1.0723634091416808e-05,31.33995024476403,149.3550617908765
5202,nominal,101,151,1.5,1.5249999999999995,51,2,10,2.515834724157668e-06,9.70656299007064e-07,13.862722418253096,46.17194222827853
5202,nominal,102,114,0.5,0.5099999999999998,13,1,3,1.4263342933418424e-06,2.7443900165748636e-06,36.25207762354213,84.58699868975278
5202,nominal,102,133,1.0,1.0060000000000002,32,2,8,3.773891090323653e-06,6.694288222447233e-06,33.61973190110684,108.56100711170558
5202,nominal,102,152,1.5,1.5280000000000005,51,2,10,2.551710043553307e-06,8.490508032175511e-07,12.620614627732504,42.83130425523583
5202,nominal,103,115,0.5,0.5019999999999998,13,1,3,1.696628174840968e-06,2.5395448801646494e-06,34.632390622596525,85.24669110365598
5202,nominal,103,134,1.0,1.0,32,2,9,3.9018775295654885e-06,3.005044144580329e-06,35.13288911250088,72.055081730751
5202,nominal,103,152,1.5,1.5010000000000003,50,2,10,2.5946877150590326e-06,8.490508032175511e-07,12.620614627616122,42.83130425477784
5202,nominal,104,117,0.5,0.5220000000000002,14,1,3,1.966632190431041e-06,1.4040003151204775e-06,30.505304090350645,83.5420309193265
5202,nominal,104,136,1.0,1.0259999999999998,33,2,10,3.7634060534356787e-06,8.407868645776991e-06,36.13540165329087,3.2810821628007147
5202,nominal,104,154,1.5,1.5280000000000005,51,2,10,2.671770415510367e-06,4.694128592777151e-07,10.48283473305584,36.66823306368217
5202,nominal,105,118,0.5,0.5199999999999996,14,0,3,2.1200787116981824e-06,1.0325831141250922e-06,28.47250400783825,81.31200401717949
5202,nominal,105,137,1.0,1.029,33,1,10,3.6916067961469933e-06,8.339811500055468e-06,35.50777593936793,20.92086515439894
5202,nominal,105,154,1.5,1.5010000000000003,50,1,10,2.7151222303465792e-06,4.694128592777151e-07,10.482834732974139,36.66823306336132
5202,nominal,106,119,0.5,0.5180000000000002,14,0,2,1.9163860685012104e-06,7.230322580720609e-07,8.046075022138222,13.47032381427455
5202,nominal,106,137,1.0,1.0020000000000002,32,1,9,3.4315172750627e-06,8.339814961138164e-06,16.954964424484206,52.03408469195767
5202,nominal,106,155,1.5,1.501,50,1,9,2.5956316743142176e-06,4.073788446888107e-07,7.507633730917822,24.781984214573505
5202,nominal,107,120,0.5,0.5070000000000001,14,0,2,4.182242818728823e-06,7.800702803713062e-07,7.723366741668768,14.668547963713024
5202,nominal,107,139,1.0,1.0209999999999995,33,1,9,5.090489402866805e-06,9.325242884908827e-06,18.417917259258545,20.688376694509742
5202,nominal,107,157,1.5,1.5219999999999998,51,1,9,3.908926125624715e-06,2.8925291083039197e-07,6.299356693538765,21.581508865691113
5202,nominal,108,124,0.5,0.5260000000000002,17,0,2,3.922715428927885e-06,1.7582046041873547e-07,6.226216904533231,16.406827095566232
5202,nominal,108,141,1.0,1.004,34,1,9,4.027671127795153e-06,6.831396807939189e-06,18.451436865543304,5.290674864574669
5202,nominal,108,159,1.5,1.5050000000000003,52,2,10,0.0865229114554354,2.791070436688691,5.054476409057326,23.305844718217763
5202,nominal,109,126,0.5,0.5200000000000005,18,0,1,3.4660265484377065e-06,6.563342938831673e-08,0.46345866395247487,0.003329931941308928
5202,nominal,109,144,1.0,1.0200000000000005,36,1,8,3.134909641970049e-06,2.5869093387016524e-06,12.727769351541193,48.62247220930395
5202,nominal,109,162,1.5,1.5179999999999998,54,2,9,1.4766553052436622,27.377365957616032,1.8302689538186596,1.2238080514802085
5202,nominal,110,127,0.5,0.5590000000000006,18,0,0,4.018763696933626e-06,2.012968993190654e-08,6.137389757299389e-06,8.079790820403332e-06
5202,nominal,110,145,1.0,1.0100000000000002,36,1,7,2.861255814333576e-06,2.1586969947579845e-06,20.593475157925372,54.062357058359396
5202,nominal,110,163,1.5,1.5050000000000003,54,2,8,2.355030956552768,35.13503489530325,4.903197993658864,10.483260553105719
5202,nominal,111,127,0.5,0.5230000000000006,17,0,0,3.538884925546927e-06,1.8821609178248226e-08,5.603007666604736e-06,6.472451573813487e-06
5202,nominal,111,146,1.0,1.0010000000000003,36,1,7,2.4901442928086728e-06,1.9323311401724754e-06,19.162771916165944,52.98901496736667
5202,nominal,111,165,1.5,1.5220000000000002,55,2,8,4.518010338461137,41.56975224028881,4.363707111512547,10.107884654279925
5202,nominal,112,129,0.5,0.5169999999999995,18,1,1,3.0477238015171707e-06,3.3818010705517092e-06,8.617771502921814,256.350290701964
5202,nominal,112,148,1.0,1.0119999999999996,37,1,7,2.126800998083111e-06,1.324339753502264e-06,16.25877868738991,48.93805694200441
5202,nominal,113,130,0.5,0.5030000000000001,18,1,2,2.692857225011428e-06,6.647142677129979e-06,13.836151174887533,260.91888889599807
5202,nominal,113,149,1.0,1.0060000000000002,37,1,7,2.078743624245451e-06,1.1788538963517665e-06,14.957609689867091,46.47033198968583
5202,nominal,114,132,0.5,0.508,19,1,4,2.113315161059974e-06,1.0724674532603099e-05,22.94589667850804,180.0012993331806
5202,nominal,114,151,1.0,1.0219999999999994,38,1,7,2.180492097134246e-06,9.706563587112489e-07,12.579127606816973,41.11635695577241
5202,nominal,115,134,0.5,0.5170000000000003,20,1,6,2.2514555486948678e-06,3.005430213727046e-06,27.902593694227832,98.81874465133018
5202,nominal,115,152,1.0,1.0180000000000007,38,1,7,2.232265026574739e-06,8.490508263066018e-07,11.468764075369576,38.28840392817553
5202,nominal,116,135,0.5,0.5250000000000004,20,1,7,1.98898632023546e-06,6.506831051348846e-06,29.474315091400936,58.21189995260127
5202,nominal,116,153,1.0,1.0250000000000004,38,1,7,2.2974080258560886e-06,5.849189374793809e-07,10.538327597133804,35.786018497366705
5202,nominal,117,135,0.5,0.5010000000000003,19,1,7,1.960524499514334e-06,6.506847066933071e-06,29.474315260027737,58.211899436663344
5202,nominal,117,153,1.0,1.0010000000000003,37,1,7,2.304258261006476e-06,5.849189374793809e-07,10.538327627865698,35.78601861486448
5202,nominal,118,136,0.5,0.5039999999999996,19,1,7,1.7895022314804112e-06,8.408049202307437e-06,30.190515335870398,25.5785593201949
5202,nominal,118,154,1.0,1.0060000000000002,37,1,7,2.408172371534066e-06,4.694128703624448e-07,9.549056750530626,32.975698639274576
5202,nominal,119,137,0.5,0.5090000000000003,19,1,7,1.6493273948306167e-06,8.339922452598599e-06,30.167253333207107,0.7754148714410292
5202,nominal,119,155,1.0,1.008,37,1,7,2.4764834001485046e-06,4.0737885384094877e-07,8.724339111703369,30.54509965673614
5202,nominal,120,138,0.5,0.5110000000000001,19,1,7,1.5316560599887128e-06,1.02813198843459e-05,29.67119956956757,18.37237226613462
5202,nominal,120,156,1.0,1.0099999999999998,37,1,7,2.5474736359281354e-06,3.4604538966263515e-07,7.9623345292491905,28.222393752390097
5202,nominal,121,139,0.5,0.5139999999999993,19,1,7,1.3791343117300875e-06,9.3253093128625e-06,28.907611102268955,30.54354860077933
5202,nominal,121,157,1.0,1.0149999999999997,37,1,7,2.6869978827831866e-06,2.8925291083039197e-07,7.2598436492954255,26.018182615433002
5202,nominal,122,140,0.5,0.5199999999999996,19,1,7,1.3734178735065022e-06,8.990313615683983e-06,27.824338835335336,40.121205345974175
5202,nominal,122,158,1.0,1.0199999999999996,37,1,7,2.818081008751855e-06,1.9592731941068114e-07,6.635498122708399,24.013291032624732
5202,nominal,123,140,0.5,0.5009999999999994,18,1,7,1.3456845345001798e-06,8.99031686935408e-06,27.824338808169735,40.121205254477786
5202,nominal,123,158,1.0,1.0009999999999994,36,1,7,2.8950803695282134e-06,1.9592730889226788e-07,6.635498118048709,24.01329101454768
5202,nominal,124,141,0.5,0.5060000000000002,18,1,7,1.515393098135205e-06,6.831421104610175e-06,26.405266664039253,47.302413858269716
5202,nominal,124,159,1.0,1.0070000000000006,36,2,8,0.08652021146696741,2.791070436688691,6.112806792387747,16.861012236380645
5202,nominal,125,142,0.5,0.5049999999999999,18,1,7,1.665222465680117e-06,5.822652266207889e-06,25.019947947986907,51.308105131981364
5202,nominal,125,160,1.0,1.0039999999999996,36,2,8,0.29317505487095996,8.266197881217757,5.769828943186956,13.719114409103504
5202,nominal,126,143,0.5,0.5039999999999996,18,1,7,1.844949191528033e-06,4.6301344317017e-06,23.519931769303046,53.57201556628985
5202,nominal,126,161,1.0,1.0009999999999994,36,2,8,0.7374641139785177,17.0880454946307,5.460391736782932,11.901432602758277
5202,nominal,127,144,0.5,0.5,18,1,7,1.9953858272788893e-06,2.5869158487705925e-06,22.107222975760774,54.33495804662168
5202,nominal,127,163,1.0,1.0229999999999997,37,2,8,2.355028715297417,35.13503489530325,4.903198281711931,10.483261682062398
5202,nominal,128,147,0.5,0.508,20,0,7,2.847641851641328e-06,1.5068365067879666e-06,17.629045641104828,51.12426213927084
5202,nominal,129,148,0.5,0.5170000000000003,20,0,6,2.581287706525126e-06,1.1709331572047223e-06,13.090833388419883,32.021946160023944
5202,nominal,130,149,0.5,0.5230000000000006,20,0,6,1.6584654968116124e-06,2.8832778954662383e-07,12.197017419485535,31.92199575586737
5202,nominal,131,149,0.5,0.5030000000000001,19,0,5,1.4972212566577967e-06,5.484599959752037e-07,9.613324262072185,20.056409851707933
5202,nominal,132,150,0.5,0.5099999999999998,19,0,4,1.7325466758556322e-06,7.920395545082688e-07,6.276020830378381,10.544864286008334
5202,nominal,133,151,0.5,0.5139999999999993,19,0,3,1.9060116957360536e-06,8.414846000540666e-07,3.647467780145089,4.931502730776025
5202,nominal,134,152,0.5,0.5220000000000002,19,0,2,2.3890202114803474e-06,8.475813618857892e-07,1.4598183043969488,1.4956938602633087
5202,nominal,135,152,0.5,0.5010000000000003,18,0,1,2.7513693412254925e-06,9.375787078613355e-07,0.2919936813137427,0.17890306944159562
5202,nominal,136,153,0.5,0.5,18,0,0,2.4404216994517845e-06,6.44252851226877e-07,5.1174723311525e-06,5.6664006322648675e-06
