transition_sequence,end_simulation_time_s,dt_s,collision_this_step,perturbation_phase,position_error_cm,planar_position_error_cm,velocity_error_cm_s,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s,spring_velocity_error_cm_s,spring_acceleration_error_cm_s2,intermediate_velocity_error_cm_s
115,4.418,0.03000000000000025,False,no_event,1.6689048720763822e-07,1.6689048720763822e-07,4.766921519717328e-10,4.766921519717328e-10,2.6102252493147143e-08,2.301590875219972e-06,4.769162880867743e-10,8.278797057917703e-09,0.0
116,4.447,0.028999999999999915,False,no_event,1.4394522906968632e-07,1.4394522906968632e-07,0.0,0.0,7.94643521613069e-08,3.908829903309652e-06,0.0,1.1476975465104404e-08,0.0
117,4.478,0.030999999999999694,False,no_event,2.3844575025577797e-07,2.3844575025577797e-07,1.8391108085325096e-06,1.8391108085325096e-06,8.76124006454285,282.6206340802227,1.8391107232673678e-06,2.3395083076138693e-05,9.301852941234756e-07
118,4.503,0.025000000000000355,False,no_event,1.9182962773811596e-08,1.9182962773811596e-08,1.0570557975606332e-06,1.0570557975606332e-06,4.440941073968261e-07,2.1343534513107443e-05,1.0570555559752393e-06,2.830432970313268e-05,4.449589546595689e-06
119,4.532,0.028999999999999915,False,no_event,4.505398010223871e-08,4.505398010223871e-08,5.223617236538368e-06,5.223617236538368e-06,6.644349970641337e-07,3.932448953491985e-05,5.2236171939057385e-06,1.542936138321238e-05,2.576527975861609e-06
120,4.558,0.0259999999999998,False,no_event,1.8451046912559832e-07,1.8451046912559832e-07,5.36244286308838e-06,5.36244286308838e-06,0.6916174688765211,26.60067916404921,5.3624431046728205e-06,5.145163879660686e-05,2.53366800961885e-06
121,4.585,0.027000000000000135,False,no_event,7.120799239146436e-08,7.120799239146436e-08,4.280051911110094e-06,4.280051911110094e-06,0.6598355112904939,24.43836145791704,4.280052095850806e-06,3.390886843135377e-05,4.2672363065321406e-07
122,4.611,0.0259999999999998,False,no_event,1.3578200253050454e-07,1.3578200253050454e-07,4.309901676436322e-06,4.309901676436322e-06,0.1444894397009532,5.55729188380667,4.309901683541284e-06,6.15455403476517e-05,2.682210009652408e-07
123,4.639,0.02800000000000047,False,no_event,6.193586443714594e-08,6.193586443714594e-08,2.9844555768933544e-06,2.9844555768933544e-06,0.021483377063520697,0.7672724488402309,2.984455740318026e-06,2.2539887709172035e-05,4.3213344014247923e-07
124,4.666,0.027000000000000135,False,no_event,8.412892782416748e-08,8.412892782416748e-08,3.320620851177629e-06,3.320620851177629e-06,8.183526484305706e-08,3.194491284830292e-06,3.3206207632474616e-06,2.8363712203827163e-05,3.5017721700114635e-07
125,4.6930000000000005,0.027000000000000135,False,no_event,9.08596149429286e-08,9.08596149429286e-08,3.1539201668097225e-06,3.1539201668097225e-06,7.328697708121865e-08,2.770917319594446e-06,3.153920062004545e-06,2.634793838751648e-05,3.5017721700114635e-07
126,4.72,0.026999999999999247,False,no_event,9.844455917118466e-08,9.844455917118466e-08,3.039966500750859e-06,3.039966500750859e-06,6.242734206570452e-08,2.406528267329122e-06,3.0399664225910783e-06,2.483709920397814e-05,3.501776575376425e-07
127,4.748,0.02800000000000047,False,no_event,1.0285680218657944e-07,1.0285680218657944e-07,2.4822702897609473e-06,2.4822702897609473e-06,6.927782429414025e-08,7.711873109883527e-06,2.482270474502002e-06,1.693155570592353e-05,4.321334472479066e-07
128,4.773,0.024999999999999467,False,no_event,4.703923650595243e-08,4.703923650595243e-08,1.1108405999498312e-06,1.1108405999498312e-06,2.4965855572122703e-07,1.1590613752332501e-05,1.1108406212656519e-06,5.012559086026158e-06,1.862647849293353e-07
129,4.8,0.027000000000000135,False,no_event,1.238930735780741e-07,1.238930735780741e-07,2.884673719450228e-06,2.884673719450228e-06,4.8203367197013186e-08,1.596633239842049e-06,2.8846737905041664e-06,2.247839063329593e-05,3.5017721700114635e-07
130,4.829,0.028999999999999915,False,no_event,1.754508218709816e-07,1.754508218709816e-07,3.1918243479367625e-06,3.1918243479367625e-06,3.79752885634879e-07,1.7532574162260062e-05,3.1918241063522146e-06,2.3404858268349926e-05,5.140901038203083e-07
131,4.8580000000000005,0.029000000000000803,False,no_event,1.900234423146685e-07,1.900234423146685e-07,3.1687415003037515e-06,3.1687415003037515e-06,3.30606293141531e-07,1.530539879013304e-05,3.1687417276771157e-06,2.3227431029226864e-05,5.140896632838121e-07
132,4.8870000000000005,0.028999999999999915,False,no_event,1.7792390849535877e-07,1.7792390849535877e-07,2.2839139290913426e-06,2.2839139290913426e-06,2.8814967936517337e-07,1.3380033479393205e-05,2.2839140569885785e-06,2.4510693492629798e-05,0.0
133,4.916,0.028999999999999915,False,no_event,1.6743665298690757e-07,1.6743665298690757e-07,1.560264365707756e-06,1.560264365707756e-06,2.514109395729636e-07,1.1712833639876408e-05,1.5602643088641344e-06,1.935386734430722e-05,0.0
134,4.9430000000000005,0.027000000000000135,False,no_event,1.1358493168245332e-07,1.1358493168245332e-07,9.458612737498035e-07,9.458612737498035e-07,2.9055562903729456e-08,7.844057847705699e-07,9.458610747969942e-07,1.2792094338465176e-05,0.0
135,4.969,0.0259999999999998,False,no_event,5.2083933610447275e-08,5.2083933610447275e-08,6.87044234837827e-07,6.87044234837827e-07,1.5590962004121882e-07,7.251928082041559e-06,6.870444906326156e-07,1.139911572067831e-05,0.0
136,4.995,0.0259999999999998,False,no_event,5.985083362247678e-08,5.985083362247678e-08,4.5499371026443817e-07,4.5499371026443817e-07,1.3814034448019372e-07,6.456101615981424e-06,4.549934828901314e-07,7.707511699095448e-06,0.0
137,5.025,0.03000000000000025,False,no_event,1.6599618390955584e-07,1.6599618390955584e-07,1.2589188713793366e-07,1.2589188713793366e-07,5.053509544508772e-08,3.900778921206438e-06,1.2589208608915214e-07,1.7706656052496328e-06,0.0
138,5.05,0.024999999999999467,False,no_event,5.2840711362023285e-08,5.2840711362023285e-08,6.606853731633877e-08,6.606853731633877e-08,6.554609220859784e-08,3.2489690511283698e-06,6.606856572943798e-08,9.72582945735212e-07,0.0
139,5.079,0.028999999999999915,False,no_event,1.4581142693259608e-07,1.4581142693259608e-07,1.2067494026807797e-07,1.2067494026807797e-07,1.1841698701175236e-07,5.666528032577389e-06,1.2067502552781662e-07,1.958421062653315e-06,0.0
140,5.109,0.03000000000000025,False,no_event,1.6669737590291334e-07,1.6669737590291334e-07,3.123693659519053e-08,3.123693659519053e-08,3.29083087337922e-08,2.695074392988772e-06,3.1236879749485524e-08,4.854787540864436e-07,0.0
141,5.179,0.07000000000000028,False,no_event,4.0960124181310675e-08,4.0960124181310675e-08,9.695014570703051e-09,9.695014570703051e-09,3.1551412862255e-07,4.472515591658066e-06,9.695071412352263e-09,1.970523655359102e-07,0.0
142,5.214,0.03500000000000014,False,no_event,2.0761291352755507e-08,2.0761291352755507e-08,2.2190533942167584e-09,2.2190533942167584e-09,8.152982981588676e-08,2.389507947953007e-06,2.2189396986505017e-09,4.626122995787796e-08,0.0
143,5.2620000000000005,0.04800000000000004,False,no_event,5.827416771353455e-08,5.827416771353455e-08,2.3247255524215972e-09,2.3247255524215972e-09,2.493893281285505e-08,3.808152904127837e-07,2.3246684577316046e-09,4.548469245690967e-08,0.0
144,5.285,0.022999999999999687,False,no_event,2.439382043842786e-07,2.439382043842786e-07,9.081922003532229e-07,9.081922003532229e-07,4.1609055179889385,180.9089149037539,9.081911941777074e-07,7.628518232403028e-05,1.0476013849332069e-05
145,5.307,0.02200000000000024,False,no_event,1.8079553550856124e-07,1.8079553550856124e-07,2.53925746007049e-06,2.53925746007049e-06,0.08166635203129054,3.712136027476106,2.5392581947954937e-06,0.00012989850678400298,2.0791185724930377e-05
146,5.331,0.02400000000000002,False,no_event,2.2942136179106035e-08,2.2942136179106035e-08,2.5275831876743417e-07,2.5275831876743417e-07,0.9823952570810996,40.933136343004264,2.527601087984814e-07,2.4100520051612705e-05,4.81380521893988e-06
147,5.355,0.02400000000000002,False,no_event,1.8831010244897926e-08,1.8831010244897926e-08,4.053358810337918e-07,4.053358810337918e-07,0.5131283033413784,21.38034636910669,4.053354973245198e-07,1.853310505762545e-05,3.674236332500346e-06
148,5.381,0.0259999999999998,False,no_event,1.8303109894069984e-07,1.8303109894069984e-07,5.4901691749910545e-06,5.4901691749910545e-06,0.2556575342490283,9.83298707188186,5.4901685189301674e-06,4.9903591815166765e-05,3.707428987253327e-06
149,5.406,0.024999999999999467,False,no_event,3.443778810350294e-08,3.443778810350294e-08,1.5720251673463777e-06,1.5720251673463777e-06,0.10829257603197108,4.331705710497374,1.5720255292220968e-06,1.8027711560849155e-05,1.7822075229672697e-06
150,5.434,0.02800000000000047,False,no_event,9.83194035308932e-08,9.83194035308932e-08,3.919530788994733e-06,3.919530788994733e-06,0.034631023433272796,1.2368296753766685,3.919530146838242e-06,2.0358915573737784e-05,4.764207147511614e-06
151,5.456,0.02200000000000024,False,no_event,1.1036972011807473e-07,1.1036972011807473e-07,1.9536525501529137e-06,1.9536525501529137e-06,1.0241742296436848e-07,2.5381443606420362e-05,1.9536524940550363e-06,2.8984421596928137e-05,5.66558627262209e-06
152,5.481,0.024999999999999467,False,no_event,4.626384980364095e-08,4.626384980364095e-08,1.4031060925113773e-06,1.4031060925113773e-06,3.235383118617581e-07,1.4897762639520806e-05,1.403105631479361e-06,1.3250252506667778e-05,1.1583020011589565e-06
153,5.508,0.027000000000000135,False,no_event,1.2532055580196049e-07,1.2532055580196049e-07,3.637962602203311e-06,3.637962602203311e-06,6.794395054960935e-08,1.8364533502790437e-06,3.6379622140317655e-06,3.0081933730532016e-05,3.926661837079293e-07
154,5.529,0.020999999999999908,False,no_event,1.043843044368266e-07,1.043843044368266e-07,2.7906579887113174e-06,2.7906579887113174e-06,9.101856943037775e-08,1.904901378679824e-05,2.790657859087023e-06,4.460273328536295e-05,1.5780702488961935e-06
155,5.554,0.025000000000000355,False,no_event,5.835745402963423e-08,5.835745402963423e-08,1.2518154589195512e-06,1.2518154589195512e-06,2.444889584752886e-07,1.120912904184479e-05,1.2518142817249417e-06,1.0002649502812282e-05,8.583059982508405e-07
156,5.5760000000000005,0.02200000000000024,False,no_event,1.876473109934288e-07,1.876473109934288e-07,1.47123596540368e-06,1.47123596540368e-06,6.410799804826474e-08,1.5899892957804695e-05,1.47123613666064e-06,1.6492966041951167e-05,3.3138982056056746e-06
157,5.6000000000000005,0.02400000000000002,False,no_event,3.043948764942036e-08,3.043948764942036e-08,3.947236199065554e-07,3.947236199065554e-07,1.506282962704299e-07,6.432655396793052e-06,3.947242676877654e-07,4.745460875583901e-06,8.292127297413198e-07
158,5.619,0.01899999999999924,False,no_event,1.621004574673061e-07,1.621004574673061e-07,1.4293448570768045e-06,1.4293448570768045e-06,1.8351250912195536e-07,7.28500140212418e-07,1.4293442744699327e-06,1.2345624910271405e-05,3.9078294334509196e-07
159,5.649,0.03000000000000025,False,no_event,1.6269460362082012e-07,1.6269460362082012e-07,7.452688035554486e-07,7.452688035554486e-07,1.1796089547043049e-07,8.26682722276928e-06,7.45269022650416e-07,7.325708365411106e-06,3.049415163900016e-07
160,5.676,0.027000000000000135,False,no_event,1.1552839175850375e-07,1.1552839175850375e-07,1.301686777882523e-06,1.301686777882523e-06,3.4717866236482775e-08,9.527407911491537e-07,1.3016869902478094e-06,1.5136998167553214e-05,7.414276410577492e-08
161,5.705,0.028999999999999915,False,no_event,1.566760183306323e-07,1.566760183306323e-07,1.1162217496363956e-06,1.1162217496363956e-06,2.708643315600423e-07,1.2326792841577117e-05,1.116221686371346e-06,1.1984078928245627e-05,2.4911579461814764e-07
162,5.732,0.027000000000000135,False,no_event,1.0645984283268921e-07,1.0645984283268921e-07,7.727588078911472e-07,7.727588078911472e-07,2.7987074641819878e-08,7.648975923757462e-07,7.7275909998313e-07,8.735668569076242e-06,4.9069524204379775e-08
163,5.761,0.028999999999999915,False,no_event,1.5035006317329943e-07,1.5035006317329943e-07,6.917228825425346e-07,6.917228825425346e-07,2.165921352531099e-07,9.920945402086545e-06,6.917230553800408e-07,6.83751345103259e-06,1.6482998361254584e-07
164,5.7860000000000005,0.025000000000000355,False,no_event,5.341807249204649e-08,5.341807249204649e-08,1.752812345533248e-07,1.752812345533248e-07,1.0174828514826346e-07,4.549113526763904e-06,1.7528071145097318e-07,2.5535324405608727e-06,1.6592620984973984e-07
165,5.813,0.026999999999999247,False,no_event,1.012174834629013e-07,1.012174834629013e-07,4.0969343802860074e-07,4.0969343802860074e-07,2.049068536867253e-08,5.579901056762537e-07,4.096925452300152e-07,4.32353864937808e-06,2.6982716463710754e-08
166,5.8420000000000005,0.029000000000000803,False,no_event,1.4682433674680448e-07,1.4682433674680448e-07,3.7767837415716427e-07,3.7767837415716427e-07,1.5834218459491447e-07,7.253212899627215e-06,3.7767776363513073e-07,3.446165598765893e-06,9.062557758297295e-08
167,5.87,0.02799999999999958,False,no_event,1.2280497856043463e-07,1.2280497856043463e-07,2.557101333696046e-07,2.557101333696046e-07,1.5030945202472257e-08,1.8798868524072532e-06,2.557110578860019e-07,7.830354176385578e-07,2.82187196951231e-07
168,5.898,0.02799999999999958,False,no_event,1.225977490757102e-07,1.225977490757102e-07,2.0902597607366016e-07,2.0902597607366016e-07,1.6471838250925035e-08,1.6872747394813814e-06,2.0902617973681082e-07,5.695261154949159e-07,2.294981883643478e-07
169,5.9270000000000005,0.029000000000000803,False,no_event,1.4577552696589035e-07,1.4577552696589035e-07,2.0450665192077815e-07,2.0450665192077815e-07,1.140820436475423e-07,5.226160105564759e-06,2.0450665823531568e-07,1.8464536299327974e-06,4.840012675574745e-08
170,5.955,0.02799999999999958,False,no_event,1.2237601990821022e-07,1.2237601990821022e-07,1.3835967366224483e-07,1.3835967366224483e-07,1.0811824917542368e-08,1.3543912373847888e-06,1.3836020632767174e-07,3.307547915790005e-07,1.5070387890858427e-07
171,5.984,0.028999999999999915,False,no_event,1.4555515743839905e-07,1.4555515743839905e-07,1.3520566205248205e-07,1.3520566205248205e-07,9.161921082086277e-08,4.197307347908463e-06,1.3520591140855125e-07,1.2239196220805946e-06,3.178249201308087e-08
172,6.013,0.028999999999999915,False,no_event,1.4550009198308485e-07,1.4550009198308485e-07,1.0938602911791598e-07,1.0938602911791598e-07,8.531858288575845e-08,3.754881362283413e-06,1.093869022699856e-07,9.92543376880686e-07,2.566208805096831e-08
173,6.041,0.02800000000000047,False,no_event,1.2226377553035443e-07,1.2226377553035443e-07,7.383391297931589e-08,7.383391297931589e-08,1.1180565705092522e-08,9.73018995154007e-07,7.383354826180458e-08,1.680844352471416e-07,7.990376880801283e-08
174,6.067,0.0259999999999998,False,no_event,7.583400374873574e-08,7.583400374873574e-08,7.460084998866627e-08,7.460084998866627e-08,5.689450003070549e-08,2.4055597371841486e-06,7.459996484225517e-08,8.353954347874756e-07,3.467453081308001e-08
175,6.095,0.02799999999999958,False,no_event,0.05976374438953595,0.05976374438953595,2.1344237130181507,2.1344237130181507,0.13005661970592491,4.644878601928728,2.134423713017676,125.39389210840156,19.600000864267475
176,6.12,0.025000000000000355,False,no_event,2.2441736310841354e-08,2.2441736310841354e-08,1.0566006564767224e-06,1.0566006564767224e-06,3.572966429174995e-08,1.4897597679919272e-06,1.0566009431552875e-06,2.2016589081173e-06,3.725286733306015e-07
177,6.147,0.027000000000000135,False,no_event,1.674880086871618e-08,1.674880086871618e-08,3.6908284726270634e-06,3.6908284726270634e-06,5.649054414172217e-08,2.442593633134038e-06,3.6908286546069333e-06,1.6733112756479078e-05,7.003544398721731e-07
178,6.174,0.027000000000000135,False,no_event,4.635606699656703e-08,4.635606699656703e-08,4.346021781012764e-06,4.346021781012764e-06,4.880645125349357e-08,2.247087429907424e-06,4.3460231181344095e-06,2.4540055324604228e-05,7.003544398721731e-07
179,6.202,0.02799999999999958,False,no_event,4.3152834074377417e-08,4.3152834074377417e-08,4.0190243047385035e-06,4.0190243047385035e-06,5.0112259783515236e-08,2.148405886970295e-06,4.019023590613745e-06,1.982917367111167e-05,8.642677703262154e-07
180,6.227,0.025000000000000355,False,no_event,1.4831787981324026e-08,1.4831787981324026e-08,1.506299965322797e-06,1.506299965322797e-06,2.685876650746133e-08,1.0576186433297607e-06,1.5062984955573204e-06,9.493141914581539e-06,0.0
181,6.255,0.02799999999999958,False,no_event,2.8989455079463177e-08,2.8989455079463177e-08,2.364026307325273e-06,2.364026307325273e-06,3.5739256844669244e-08,1.6489039644795866e-06,2.364026908624031e-06,2.5493478438566933e-05,0.0
182,6.285,0.03000000000000025,False,no_event,8.046370657304132e-09,8.046370657304132e-09,8.584574997190186e-07,8.584574997190186e-07,4.529226910816326e-08,1.8150605693989519e-06,8.58458042858017e-07,8.764427589248293e-06,0.0
183,6.312,0.027000000000000135,False,no_event,2.0727591117393705e-08,2.0727591117393705e-08,1.2606657016603958e-06,1.2606657016603958e-06,2.424211144880257e-08,1.1074607186856156e-06,1.2606649594249055e-06,1.7423463300454783e-05,0.0
184,6.341,0.028999999999999915,False,no_event,1.3912784346065896e-08,1.3912784346065896e-08,9.099180872983349e-07,9.099180872983349e-07,1.8935877573748453e-08,7.859779938002021e-07,9.099183191128983e-07,1.3280380366193698e-05,0.0
185,6.3660000000000005,0.025000000000000355,False,no_event,2.1363658868142345e-09,2.1363658868142345e-09,2.0675251236494354e-07,2.0675251236494354e-07,1.428216629714339e-08,4.7435996997080565e-07,2.0675146108753064e-07,2.8548633751116552e-06,0.0
186,6.3950000000000005,0.028999999999999915,False,no_event,5.897510502386331e-09,5.897510502386331e-09,3.8291817810331054e-07,3.8291817810331054e-07,1.0761012375951307e-08,5.602614878696954e-07,3.829182690342534e-07,5.988075472025098e-06,0.0
187,6.423,0.02799999999999958,False,no_event,2.334074361569244e-09,2.334074361569244e-09,1.8128170996260458e-07,1.8128170996260458e-07,1.6802972159921567e-08,5.91695442864193e-07,1.8128247745965752e-07,2.8688082960740565e-06,0.0
188,6.4510000000000005,0.02800000000000047,False,no_event,1.4596075787605475e-09,1.4596075787605475e-09,1.1299245411802515e-07,1.1299245411802515e-07,1.0733277939128945e-08,4.928354737643303e-07,1.129922767641953e-07,1.8275239111163314e-06,0.0
189,6.478,0.026999999999999247,False,no_event,1.3859299825471227e-09,1.3859299825471227e-09,8.346445119827908e-08,8.346445119827908e-08,1.236701437902822e-08,3.84305090417314e-07,8.346374780974254e-08,1.3876045379868778e-06,0.0
190,6.509,0.031000000000000583,False,no_event,1.6579601989037359e-09,1.6579601989037359e-09,2.191187090826123e-08,2.191187090826123e-08,8.047795677163315e-09,2.4833710066118897e-07,2.1911473502385523e-08,4.2172814064703574e-07,0.0
191,6.535,0.0259999999999998,False,no_event,1.085560506953868e-09,1.085560506953868e-09,3.232911458392109e-08,3.232911458392109e-08,3.932921252473075e-09,1.861867615637891e-07,3.2330623632879026e-08,5.886878500431105e-07,0.0
192,6.564,0.028999999999999915,False,no_event,3.257518393712083e-10,3.257518393712083e-10,2.0912149515160902e-08,2.0912149515160902e-08,7.500485827577072e-09,1.8411943125684616e-07,2.0911196363123604e-08,3.613519504484684e-07,0.0
