start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,external_perturbation_step_count,perturbation_relation,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
12,30,0.5,0.516,19,1,0,0,no_event,0.05231276606605206,1.937602116489586,0.0,0.0
12,48,1.0,1.0179999999999998,37,2,0,0,no_event,30.03928781449804,39.427180431304194,44.12075636591385,259.3485925037408
12,66,1.5,1.509,55,2,0,0,no_event,38.85410359784589,0.5069374907132556,22.464553385548815,73.00885246792046
13,31,0.5,0.5120000000000002,19,1,0,0,no_event,0.2544337829494907,7.485963317862229,0.0,0.0
13,49,1.0,1.014,37,2,0,0,no_event,31.0287940559831,36.648373960090595,48.73018077610549,170.71941392383638
13,67,1.5,1.502,55,2,0,0,no_event,38.86214953988156,0.33524147559393214,20.810544685472703,68.9170292126109
14,32,0.5,0.5039999999999998,19,1,0,0,no_event,0.7022235242916395,16.584808683874144,0.0,0.0
14,50,1.0,1.006,37,2,0,0,no_event,31.966900124837707,34.74466760579595,51.43400603000588,100.14166837202174
14,69,1.5,1.519,56,2,0,0,no_event,38.87120216032872,0.13499006423995752,17.568533319407027,60.18435950825048
15,33,0.5,0.5110000000000001,19,1,0,0,no_event,1.6104676888836593,30.274799961790677,0.0,0.0
15,51,1.0,1.013,37,2,0,0,no_event,32.9676249852846,33.35748228734246,52.635552982770434,40.05155370127329
15,70,1.5,1.5220000000000002,56,2,0,0,no_event,38.87341670415162,0.08515971155131297,16.11281657135678,55.98910607759115
16,34,0.5,0.5110000000000001,19,1,0,0,no_event,2.8800101202261885,45.34079809244936,0.0,0.0
16,52,1.0,1.0099999999999998,37,2,0,0,no_event,33.782752465482304,32.60509116312382,52.68292659405566,1.8949421786464882
16,71,1.5,1.521,56,2,0,0,no_event,38.87483701065514,0.052593706886909786,14.714135513151879,51.80300264801766
17,35,0.5,0.5110000000000001,19,1,0,0,no_event,4.608343888658737,61.72620264375382,0.0,0.0
17,53,1.0,1.008,37,2,0,0,no_event,34.61694377829474,32.08427317416949,51.93896916012721,28.61375104023466
17,72,1.5,1.52,56,2,0,0,no_event,38.87571148549614,0.032378113942371556,13.423116840101851,47.8155068696067
18,36,0.5,0.514,19,1,0,0,no_event,6.821948350968796,76.33118785780837,0.0,0.0
18,54,1.0,1.011,37,2,0,0,no_event,35.53662744733424,31.713223763013033,50.38103842393492,53.72175602358405
18,73,1.5,1.523,56,2,0,0,no_event,38.87651602272217,0.02773492369274777,12.15375977190613,43.770934004892815
19,37,0.5,0.5120000000000002,19,1,0,0,no_event,9.124150767687297,85.26675050815936,0.0,0.0
19,55,1.0,1.0080000000000002,37,2,0,0,no_event,36.3244384187625,30.300412635469783,48.56685444519329,69.77630943881607
19,74,1.5,1.519,56,3,0,0,no_event,38.83759954227537,1.5566685968449008,11.215664097799532,37.52382710928311
20,38,0.5,0.5169999999999999,19,1,0,0,no_event,11.637646294122646,89.76768692540256,0.0,0.0
20,56,1.0,1.012,37,2,0,0,no_event,37.037320790257695,26.403035836639205,46.370274984984334,81.35479816771243
20,75,1.5,1.5230000000000001,56,3,0,0,no_event,38.65390726870339,6.803432818570656,10.329357427090603,32.8261733936703
21,39,0.5,0.5149999999999999,19,1,0,0,no_event,14.166301377699824,90.30910356984194,0.0,0.0
21,57,1.0,1.0080000000000002,37,2,0,0,no_event,37.58504166933358,21.066177265173806,44.06688605597001,88.59188384939472
21,76,1.5,1.5200000000000002,56,3,0,0,no_event,38.23068379040535,15.674954278183776,9.533462580319547,29.47758729120715
22,40,0.5,0.5149999999999999,19,1,0,0,no_event,16.544044773729752,88.06456614182781,0.0,0.0
22,58,1.0,1.0090000000000001,37,2,0,0,no_event,38.01443103158783,15.335325837751085,41.46211180122459,93.02765511609826
22,77,1.5,1.5210000000000001,56,3,0,0,no_event,37.4447469860022,28.069179182761502,8.780849189679387,26.879050090662982
23,41,0.5,0.5189999999999999,19,1,0,0,no_event,18.964428702836585,83.46151289864163,0.0,0.0
23,59,1.0,1.01,37,2,0,0,no_event,38.298897180925564,10.941000401977192,38.99975160543968,94.70616288224484
23,78,1.5,1.5240000000000002,56,3,0,0,no_event,36.244730498804984,42.85773663853911,8.086032387847158,24.814886141963793
24,42,0.5,0.5220000000000002,19,1,0,0,no_event,21.20734405360099,77.3419057810709,0.0,0.0
24,60,1.0,1.013,37,2,0,0,no_event,38.5095578768487,7.264153743290223,36.2598885874271,94.47803802468792
24,79,1.5,1.525,56,3,0,0,no_event,34.69453260640023,57.414741741885635,7.461624238048873,23.12622801572369
25,43,0.5,0.526,19,1,0,0,no_event,23.30618271455046,69.9612858708635,0.0,0.0
25,61,1.0,1.015,37,2,0,0,no_event,38.64332243930028,4.7772981160672146,33.6649168341975,92.67756473451452
25,80,1.5,1.527,56,3,0,0,no_event,32.74812655038056,69.51450661331238,6.857735366370136,21.567459971880726
26,44,0.5,0.524,19,2,0,0,no_event,24.88819423415748,63.28045615609279,6.238296533612064,249.5318588509769
26,62,1.0,1.017,37,2,0,0,no_event,38.731448892293315,3.0388339487169276,31.065552510049926,89.63325478638366
26,80,1.5,1.5,55,3,0,0,no_event,32.748126666273606,69.51450661331238,6.857735366370136,21.567459971880726
27,45,0.5,0.5269999999999999,19,2,0,0,no_event,26.4922990507888,55.313955996871314,17.015274397571726,371.6199109434051
27,63,1.0,1.018,37,2,0,0,no_event,38.78459928696827,1.9685260030554161,28.74249567357119,86.0391433598434
27,81,1.5,1.502,55,3,0,0,no_event,30.59588757863446,76.86568586053835,6.294130015976573,20.12876274901663
28,45,0.5,0.5,18,2,0,0,no_event,26.492299166474595,55.31395599687153,17.015274397571726,371.6199109434051
28,64,1.0,1.0180000000000002,37,2,0,0,no_event,38.818682913625025,1.2623483836574678,26.529739796157074,81.95392255691637
28,82,1.5,1.5010000000000003,55,3,0,0,no_event,28.522698594561575,79.73804275944151,5.803653574388163,18.864478634505602
29,46,0.5,0.5030000000000001,18,2,0,0,no_event,27.890796986970827,48.22405930379588,28.241964171744918,387.1272162422611
29,65,1.0,1.0179999999999998,37,2,0,0,no_event,38.839911507774445,0.8164779033504601,24.50880122318183,77.72840734081824
29,83,1.5,1.5019999999999998,55,3,0,0,no_event,26.37791894710142,79.4362868975959,5.328129081765095,17.61201837878955
30,47,0.5,0.5020000000000002,18,1,0,0,no_event,28.974756299135606,43.35836864891573,37.118344097131896,355.0551926716856
30,66,1.0,1.02,37,1,0,0,no_event,38.854105975393736,0.5069374907132556,22.464553385548815,73.00885246792046
30,84,1.5,1.504,55,2,0,0,no_event,24.23683411518107,76.46731887807242,4.869842386458577,16.36738211248514
31,48,0.5,0.5019999999999998,18,1,0,0,no_event,2.566289595051785e-06,6.13711760522051e-06,1.0849616930819042,38.594264158480996
31,67,1.0,1.017,37,1,0,0,no_event,5.814347105115303e-06,9.301717796006415e-08,6.477630365653102,18.43394202498197
31,85,1.5,1.504,55,2,0,0,no_event,4.6169615188773605e-06,2.960589417178028e-06,0.5761594482550032,4.202784468929471
32,49,0.5,0.5019999999999998,18,1,0,0,no_event,2.5516183086438105e-06,7.574727860060193e-06,2.7544297547062513,61.832159106384495
32,68,1.0,1.016,37,1,0,0,no_event,5.647563966704183e-06,5.230893407315307e-08,6.013974546907544,17.83291558677321
32,86,1.5,1.5059999999999998,55,2,0,0,no_event,4.309872451813135e-06,2.1527095594997547e-06,0.47514357066420615,3.483306009250848
33,50,0.5,0.5020000000000002,18,1,0,0,no_event,2.507569661247544e-06,8.77726540693402e-06,4.581215962837629,67.65875614767191
33,69,1.0,1.0150000000000001,37,1,0,0,no_event,5.4099165254228865e-06,2.8929548534506466e-08,5.569236156417915,17.105322248746194
33,87,1.5,1.5070000000000001,55,2,0,0,no_event,3.951127723667014e-06,1.4982964686716116e-06,0.39576611062345934,2.8349092085665957
34,51,0.5,0.5019999999999998,18,1,0,0,no_event,2.700758614082588e-06,8.083701260375165e-06,6.445994521907541,62.159296693211104
34,70,1.0,1.0110000000000001,37,1,0,0,no_event,5.360391014619381e-06,1.567374852129433e-08,5.145676515557952,16.290755034339174
34,88,1.5,1.505,55,3,0,0,no_event,3.793382870482413e-06,1.2317027171290501e-06,4.118633591439779,132.95955425584228
35,53,0.5,0.5249999999999999,19,1,0,0,no_event,2.7429250621935353e-06,3.5061771086475346e-06,8.878112546532291,42.27493562931352
35,71,1.0,1.0099999999999998,37,1,0,0,no_event,5.1415960342637845e-06,1.1441926517363754e-08,4.730184681481753,15.388585954987589
35,89,1.5,1.505,55,3,0,0,no_event,3.4515319816050087e-06,2.011819648458049e-06,9.335438630379125,186.31446796677545
36,54,0.5,0.5259999999999998,19,1,0,0,no_event,2.7152734674018575e-06,6.62730938927325e-06,9.74102193934237,29.755502803507653
36,72,1.0,1.009,37,1,0,0,no_event,4.917253477287886e-06,8.115307537082117e-09,4.339930937061878,14.453841925575096
36,90,1.5,1.505,55,3,0,0,no_event,3.1140107789808515e-06,3.3525192233664485e-06,14.715320134840933,192.13862807993306
37,55,0.5,0.5230000000000001,19,1,0,0,no_event,2.569083790149307e-06,3.3523247111588717e-06,10.250574721684577,19.598186500378063
37,73,1.0,1.009,37,1,0,0,no_event,4.774611511493276e-06,0.0,3.950080377305252,13.443122131395981
37,91,1.5,1.504,55,3,0,0,no_event,2.823523847491936e-06,4.764173476131189e-06,19.557726286290524,172.94308022675693
38,56,0.5,0.5229999999999997,19,1,0,0,no_event,2.593233830339159e-06,4.240321288762061e-06,10.528218888865046,10.283120648137185
38,74,1.0,1.0069999999999997,37,2,0,0,no_event,4.6353632114914944e-06,5.726114125081949e-07,3.561512072838678,15.542732033644164
38,92,1.5,1.504,55,3,0,0,no_event,2.6719114325494992e-06,6.4892482482971995e-06,23.43337528735953,143.54255848911757
39,57,0.5,0.5210000000000004,19,1,0,0,no_event,2.6257796434947522e-06,2.0864423504463048e-06,10.599611597833027,2.745875386075511
39,75,1.0,1.0060000000000002,37,2,0,0,no_event,4.549065920400608e-06,3.351329723955132e-06,3.1294394684778215,16.00268864595087
39,93,1.5,1.5040000000000004,55,3,0,0,no_event,2.638774174353622e-06,7.494916395461602e-06,26.500172598238798,109.5284792050125
40,58,0.5,0.5210000000000004,19,1,0,0,no_event,2.745264396253333e-06,2.0832092104683397e-06,10.49051355747895,3.8963554231692683
40,76,1.0,1.0050000000000003,37,2,0,0,no_event,4.398455985210603e-06,6.66883302358201e-06,2.7144918104713933,15.368431404254773
40,94,1.5,1.5030000000000001,55,3,0,0,no_event,2.676780138844202e-06,8.84481416233433e-06,28.595404631491164,77.60118939851802
41,59,0.5,0.52,19,1,0,0,no_event,2.8009760626446223e-06,1.0043850409147126e-06,10.264759252238404,8.682856387965344
41,77,1.0,1.0060000000000002,37,2,0,0,no_event,4.187354420537304e-06,9.240935952448126e-06,2.31946485826599,14.108105010964152
41,95,1.5,1.505,55,3,0,0,no_event,2.7993677311768484e-06,1.0146484747513406e-05,29.946618157597356,46.59357446028156
42,60,0.5,0.52,19,1,0,0,no_event,2.9476358349711518e-06,9.981261541724962e-07,9.89456230248479,12.76540913966403
42,78,1.0,1.0050000000000003,37,2,0,0,no_event,3.90517584492045e-06,1.1665382899650467e-05,1.9670500025757853,12.586244483837524
42,96,1.5,1.5010000000000003,55,3,0,0,no_event,2.917036882626115e-06,9.451351105062762e-06,30.53749902000031,23.635235634269947
43,61,0.5,0.5189999999999997,19,1,0,0,no_event,3.0779699500271818e-06,8.098516843801917e-07,9.459933484963,15.522455649463481
43,79,1.0,1.0029999999999997,37,2,0,0,no_event,3.5647709637487424e-06,1.3626161305069218e-05,1.6681980262097271,11.068591471845723
43,98,1.5,1.5269999999999997,56,3,0,0,no_event,3.3736805487315156e-06,9.965221227307573e-06,30.19854638099458,14.72982178165904
44,62,0.5,0.5179999999999998,19,0,0,0,no_event,3.2455432119604666e-06,6.381303876423772e-07,8.954616705293253,17.42471431076595
44,80,1.0,1.001,37,1,0,0,no_event,3.2481426615049713e-06,1.2659021393801595e-05,1.4006894078681658,9.553878957414927
44,99,1.5,1.524,56,2,0,0,no_event,3.6071701231333947e-06,8.810084831187893e-06,29.448275714511276,27.78779976796207
45,63,0.5,0.52,19,0,0,0,no_event,3.2727042480473756e-06,4.731600995455665e-07,8.452468127999945,18.43426273970062
45,81,1.0,1.004,37,1,0,0,no_event,8.282139753023898,76.86661774560403,1.1719773787467964,8.162434585538335
45,100,1.5,1.5270000000000001,56,2,0,0,no_event,29.901123282690513,11.830228897445307,28.384960471586627,37.97539290109869
46,64,0.5,0.5180000000000002,19,0,0,0,no_event,3.078390932387265e-06,3.313643901492469e-07,7.940745334361876,18.952690514801596
46,82,1.0,1.0010000000000003,37,1,0,0,no_event,10.355344632102288,79.7386377756972,0.9897985638771857,7.0068772156283625
46,101,1.5,1.524,56,2,0,0,no_event,30.159187717368898,10.041855995028904,27.22071292145219,44.77875015020484
47,65,0.5,0.5149999999999997,19,0,0,0,no_event,2.8161750833533006e-06,1.7645047023506777e-07,7.445365673351504,19.05305638557828
47,84,1.0,1.0269999999999997,38,1,0,0,no_event,14.641226021111834,76.46754578694959,0.6895568565918802,4.990247079498985
47,102,1.5,1.52,56,2,0,0,no_event,30.371537210851248,8.544487987051248,25.9871177918692,49.34380415518798
48,66,0.5,0.5179999999999998,19,0,0,0,no_event,2.816452933984692e-06,1.2196818488519057e-07,6.91791195009785,18.837626656849334
48,84,1.0,1.0019999999999998,37,1,0,0,no_event,14.64122615383178,76.46754578694846,0.6895568521680085,4.990247046256905
48,103,1.5,1.5220000000000002,56,2,0,0,no_event,30.563980537940967,7.144955402031878,24.56965939697645,52.49845690206139
49,67,0.5,0.5150000000000001,19,0,0,0,no_event,2.535053340579907e-06,7.952721148285491e-08,3.178544318419221,5.131832163810344
49,85,1.0,1.0020000000000002,37,1,0,0,no_event,16.580754415077195,71.83436854763148,0.21773585612691287,2.3109628954232586
49,104,1.5,1.5219999999999998,56,2,0,0,no_event,30.72452461155449,5.9505177212582225,16.178297568646737,27.228674104310812
50,68,0.5,0.5140000000000002,19,0,0,0,no_event,2.292113777002669e-06,4.164351707913738e-08,0.7725644802801318,0.211789492207636
50,86,1.0,1.004,37,1,0,0,no_event,18.480013155273127,65.49166963896774,0.3149471484197444,0.016646865132173616
50,105,1.5,1.5189999999999997,56,2,0,0,no_event,30.845622896912868,5.046442875405171,7.685085199387457,9.76941634936621
51,69,0.5,0.5129999999999999,19,0,0,0,no_event,2.0422952502485714e-06,2.0642289655370405e-08,0.02577161965267902,0.09021116351338065
51,87,1.0,1.005,37,1,0,0,no_event,20.11876500453866,58.52684001550368,0.6023239928824956,1.0088551027018804
51,106,1.5,1.5239999999999996,56,2,0,0,no_event,30.974486560308616,4.027047832142447,0.8464802950275633,0.5547292303714642
52,70,0.5,0.5090000000000003,19,0,0,0,no_event,1.8517954458729946e-06,9.12709197109507e-09,9.313800176012959e-06,8.72479052560493e-06
52,88,1.0,1.0030000000000001,37,2,0,0,no_event,21.561920407072208,51.542746941541466,0.627848681130035,0.03727255158834453
52,107,1.5,1.5170000000000003,56,2,0,0,no_event,31.05316711652698,3.421442688295602,0.17147701214432737,0.6054473478933176
53,71,0.5,0.5110000000000001,19,0,0,0,no_event,1.8103295360560878e-06,6.937710850252188e-09,8.241775900630715e-06,9.568426857953227e-06
53,89,1.0,1.0060000000000002,37,2,0,0,no_event,22.827308853174678,45.21112418466655,0.6163734903413789,0.4098359328834249
53,108,1.5,1.5180000000000002,56,2,0,0,no_event,31.127013008374742,2.8414039762914154,0.15691060078065885,0.560248612560784
54,72,0.5,0.512,19,0,0,0,no_event,2.098740992551029e-06,5.727656571252737e-09,6.909589682080491e-06,8.797964841988914e-06
54,90,1.0,1.008,37,2,0,0,no_event,23.93750744174525,39.72485993409446,0.597296589812959,0.681328067282692
54,109,1.5,1.516,56,2,0,0,no_event,31.184373613811143,2.391620439383813,0.14441578683723788,0.5206187956871844
55,73,0.5,0.512,19,0,0,0,no_event,1.8367712755207322e-06,0.0,5.5539272805376365e-06,4.938232816442678e-06
55,91,1.0,1.0070000000000001,37,2,0,0,no_event,24.91431227568008,35.06790109033787,0.5728627266040871,0.872649369964023
55,110,1.5,1.516,56,2,0,0,no_event,31.24049296002163,1.936946201065752,0.1306263841500142,0.47549974272197204
56,74,0.5,0.5109999999999997,19,1,0,0,no_event,0.0394138624704965,1.576634687731513,0.07417787979312607,2.9673045058680962
56,92,1.0,1.008,37,2,0,0,no_event,25.749887222928102,31.276464978226997,0.5459414188654615,0.9970940577296119
56,111,1.5,1.5159999999999996,56,2,0,0,no_event,31.282097291340307,1.6019901233418445,0.11924641023579337,0.4376931472059482
57,75,0.5,0.5110000000000001,19,1,0,0,no_event,0.2234742229504718,6.817046220162467,0.19125404959551898,4.336152149607848
57,93,1.0,1.0090000000000003,37,2,0,0,no_event,26.517773962972953,27.941188631422232,0.5157736434695659,1.077424721474074
57,112,1.5,1.5200000000000005,56,2,0,0,no_event,31.321551141417633,1.2743812867415818,0.10697659265577615,0.39580267488044285
58,76,0.5,0.512,19,1,0,0,no_event,0.6469432167408513,15.684040381494384,0.3148618758477041,4.578043992836488
58,94,1.0,1.0099999999999998,37,2,0,0,no_event,27.17897771609334,25.205633513236815,0.4855836742242205,1.118154323958919
58,113,1.5,1.5219999999999998,56,2,0,0,no_event,31.35052048012238,1.036114321203336,0.09687069112561048,0.3609269750337347
59,77,0.5,0.512,19,1,0,0,no_event,1.433044744672884,28.075052034899244,0.43202161894393076,4.184269305929957
59,95,1.0,1.0109999999999997,37,2,0,0,no_event,27.809407082920327,22.684765926795926,0.4527780449959329,1.1312344247098736
59,114,1.5,1.5229999999999997,56,2,0,0,no_event,31.374722670629556,0.8358338275031597,0.08737001464956068,0.3276111044738954
60,78,0.5,0.5140000000000002,19,1,0,0,no_event,2.6331661877949273,42.86148129243077,0.5295369689984657,3.4826735395578243
60,96,1.0,1.0100000000000002,37,2,0,0,no_event,28.301322397786294,20.81957436937347,0.4247046128427352,1.1229419908519844
60,115,1.5,1.5270000000000001,56,2,0,0,no_event,31.394757937567743,0.6689084343399978,0.07848979069869233,0.2960093379693163
61,79,0.5,0.512,19,1,0,0,no_event,4.183429181140241,57.41714320297899,0.6026930259553368,2.7094636187296413
61,97,1.0,1.008,37,2,0,0,no_event,28.776902219384297,18.749281117726998,0.3950358003253274,1.0988515323945194
61,116,1.5,1.5270000000000001,56,2,0,0,no_event,31.410360055046965,0.5394161818550998,0.07071535847324302,0.26808554135013196
62,80,0.5,0.512,19,1,0,0,no_event,6.129877507798938,69.51600819194987,0.6563490730603188,1.9162825843899096
62,98,1.0,1.008,37,2,0,0,no_event,29.211342301138867,16.340538539342205,0.3653090412077531,1.0616743645875886
62,117,1.5,1.5299999999999998,56,3,0,0,no_event,31.42368412716459,0.43099604200240255,8.697992079840287,282.86151721793163
63,81,0.5,0.5110000000000001,19,1,0,0,no_event,8.282142938180868,76.86661774540391,0.6898648040934885,1.1969755145862173
63,99,1.0,1.0060000000000002,37,2,0,0,no_event,29.576782681101804,14.023951443726924,0.3378355851277575,1.0175409562432378
63,117,1.5,1.501,55,3,0,0,no_event,31.4236842886182,0.4309960420024027,8.697992068794703,282.86151726176433
64,82,0.5,0.5100000000000002,19,1,0,0,no_event,10.35534761760664,79.73863777554953,0.7059948075495189,0.6203839074363593
64,100,1.0,1.0070000000000001,37,2,0,0,no_event,29.90112657204809,11.830228897445284,0.3107849187608533,0.9660985647834082
64,119,1.5,1.528,56,3,0,0,no_event,31.441500651769644,0.3025215474531014,28.743255406548208,375.500511020349
65,83,0.5,0.5099999999999998,19,1,0,0,no_event,12.500137492726822,79.43665843875573,0.7091122792484078,0.11546118246498516
65,101,1.0,1.0059999999999998,37,2,0,0,no_event,30.159190805546743,10.041855995028888,0.28699025065492284,0.9151814385873394
65,119,1.5,1.501,55,3,0,0,no_event,31.4415007592293,0.3025215474531014,28.743255406086035,375.50051102217947
66,84,0.5,0.512,19,1,0,0,no_event,14.641228844920988,76.4675457868915,0.7005207436831503,0.3068486465035498
66,102,1.0,1.0050000000000003,37,2,0,0,no_event,30.37154003000953,8.544487987051241,0.26537183530508135,0.8647393057720052
66,120,1.5,1.501,55,3,0,0,no_event,31.44824017084815,0.2598291384373536,36.887194656608,313.22842568337603
67,85,0.5,0.5110000000000001,19,1,0,0,no_event,16.580756921815123,71.83436854759208,0.6837157683605026,0.622409071046123
67,103,1.0,1.0040000000000004,37,2,0,0,no_event,30.563983354714097,7.144955402031872,0.2435066990780118,0.8098224981215623
67,121,1.5,1.5,55,3,0,0,no_event,31.454283884866783,0.22434079916410676,42.89669943777539,222.5742420418017
68,86,0.5,0.516,19,1,0,0,no_event,18.480015368813156,65.49166963894412,0.6582798020743138,0.8771050776659299
68,104,1.0,1.0069999999999997,37,2,0,0,no_event,30.724527145381973,5.950517721258216,0.22310993943419202,0.755438113817192
68,122,1.5,1.5019999999999998,55,3,0,0,no_event,31.459383472357707,0.19655733376194592,46.69852943531937,146.22422502263322
69,87,0.5,0.5179999999999998,19,1,0,0,no_event,20.118766967207193,58.526840015491786,0.6288946868032934,1.0494739568036353
69,105,1.0,1.0049999999999994,37,2,0,0,no_event,30.845625186582726,5.04644287540517,0.20611470406869328,0.7081363186192533
69,123,1.5,1.504,55,3,0,0,no_event,31.464182991816585,0.1717637614424118,48.9632880489503,80.88422738414152
70,88,0.5,0.52,19,2,0,0,no_event,21.561922178701586,51.54274694153598,0.6278509964973572,0.03728086745979198
70,106,1.0,1.0109999999999997,37,2,0,0,no_event,30.974488599734684,4.027047832142445,0.18540254745618098,0.6472593067244077
70,124,1.5,1.5050000000000003,55,3,0,0,no_event,31.468271656632663,0.15173777017416987,49.83387748057463,32.24404694914347
71,89,0.5,0.5219999999999998,19,2,0,0,no_event,22.82731055842481,45.21112418466418,0.6163755662999026,0.4098433793806464
71,107,1.0,1.008,37,2,0,0,no_event,31.053168965367213,3.4214426882956004,0.1714773917389995,0.6054488382963115
71,125,1.5,1.5060000000000002,55,3,0,0,no_event,31.47189981745132,0.13464629751697937,49.698346683065175,5.019664517697493
72,90,0.5,0.5230000000000001,19,2,0,0,no_event,23.937509435269302,39.7248599340924,0.5972982967768614,0.6813342104293838
72,108,1.0,1.0070000000000001,37,2,0,0,no_event,31.12701481567056,2.841403976291415,0.1569109261266199,0.5602498914472847
72,126,1.5,1.5059999999999998,55,3,0,0,no_event,31.475129859787604,0.11987175089382515,48.80479251192379,33.094603641988556
73,91,0.5,0.524,19,2,0,0,no_event,24.91431395804399,35.067901090336754,0.5728640785567151,0.8726542404507995
73,109,1.0,1.004,37,2,0,0,no_event,31.18437570888942,2.391620439383813,0.14441605750376438,0.520619860555442
73,127,1.5,1.5070000000000001,55,3,0,0,no_event,31.478105781282398,0.10649938304455983,47.280786673497275,54.42878517499
74,92,0.5,0.5220000000000002,19,1,0,0,no_event,25.749889172257582,31.27646497822599,0.545942608236073,0.9970983056287253
74,110,1.0,1.004,37,1,0,0,no_event,31.24049479358582,1.936946201065752,0.1306266154745551,0.4755006507684385
74,128,1.5,1.5029999999999997,55,2,0,0,no_event,31.48050146970269,0.09602353451959045,45.57859404179132,68.08770674380438
75,93,0.5,0.5250000000000004,19,1,0,0,no_event,2.073068758160243e-06,7.494899307633598e-06,26.370395398746062,110.49099818620033
75,111,1.0,1.005,37,1,0,0,no_event,4.951579952717331e-06,9.627473831285903e-08,13.83776860843531,44.23387294252214
