start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
50,68,0.5,0.5059999999999998,19,0,0,2.1431156937978812e-06,1.1267763966316124e-07,1.772486817311818e-05,2.4847284038287398e-05
50,87,1.0,1.004,38,1,0,1.795322646103159e-06,5.2326716453166e-06,2.63197360233775e-06,1.6213752662253e-05
50,106,1.5,1.5059999999999998,57,2,0,2.008610146834825e-06,1.8627502769575377e-06,6.488526225576517e-06,2.786042979607828e-05
51,69,0.5,0.508,19,0,0,2.1151378177819424e-06,8.511605642524955e-08,1.3954126024629989e-05,1.9633006857588953e-05
51,88,1.0,1.005,38,1,0,1.5853686363698216e-06,3.0133384019137566e-06,2.0083253515088932e-06,1.230311011113372e-05
51,107,1.5,1.505,57,2,0,1.946591995039012e-06,1.4031140585390352e-06,7.014867187036619e-06,2.2627655852147655e-05
52,70,0.5,0.5070000000000001,19,0,0,2.008630076488771e-06,5.688829673999862e-08,1.0903788442490828e-05,1.3163689985162819e-05
52,89,1.0,1.008,38,1,0,1.3886800616091932e-06,2.1861198007400162e-06,1.515383929092026e-06,9.027711574738362e-06
52,108,1.5,1.508,57,2,0,1.957386459747089e-06,1.1660135052284157e-06,7.378735746481333e-06,1.5892646032966695e-05
53,71,0.5,0.5090000000000003,19,0,0,1.973090661522292e-06,4.0986662952491315e-08,1.0681129488238357e-05,1.6747622396451334e-05
53,90,1.0,1.0130000000000003,38,1,0,1.2071670880686725e-06,1.4310092888436543e-06,1.3014001285665282e-06,7.657397046667569e-06
53,109,1.5,1.512,57,2,0,2.0029739116870988e-06,9.384623787294946e-07,7.814762567761908e-06,1.790910616250585e-05
54,72,0.5,0.5100000000000002,19,0,0,1.910894638967875e-06,2.156417622245499e-08,9.3275631485639e-06,1.2880620275268484e-05
54,91,1.0,1.0140000000000002,38,1,0,1.0436658612889005e-06,8.142448377768119e-07,1.0651881438165305e-06,6.322264993308124e-06
