start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
61,97,1.0,1.008,37,2,0,2.1359035387488314e-06,1.0559237754529807e-05,1.441006835977064e-06,1.7546750910923947e-05
61,116,1.5,1.5270000000000001,56,2,0,5.366845288545421e-06,0.0,6.353836172259213e-06,1.375858253993556e-06
62,80,0.5,0.512,19,1,0,1.3415387911663856e-07,1.2658766685547107e-05,1.380846491510557e-06,4.439907925757325e-06
62,98,1.0,1.008,37,2,0,2.532269184048503e-06,9.965221227241453e-06,1.7988101794219768e-06,1.6431747383194306e-05
62,117,1.5,1.5299999999999998,56,3,0,5.620780740414827e-06,1.8364422089689472e-06,6.281207010219433e-06,1.5503425686347327e-05
63,81,0.5,0.5110000000000001,19,1,0,2.9989314498379827e-07,1.073344886748373e-05,1.0408735411654282e-06,2.8398508025162528e-06
63,99,1.0,1.0060000000000002,37,2,0,2.8867047609567247e-06,8.810084831152401e-06,2.041812190417025e-06,1.2044131324273621e-05
63,117,1.5,1.501,55,3,0,5.644990396389199e-06,1.8364422089689472e-06,6.280986864946601e-06,1.5501576228871272e-05
64,82,0.5,0.5100000000000002,19,1,0,5.515079237738973e-07,5.936673684203697e-06,9.483846649169034e-07,3.0582171905990663e-06
64,100,1.0,1.0070000000000001,37,2,0,3.208713421765269e-06,6.969451763813945e-06,2.2770087640016373e-06,1.161737216648362e-05
64,119,1.5,1.528,56,3,0,5.700836018304766e-06,4.228939033624165e-06,3.649727538856995e-06,7.348444933086284e-05
65,83,0.5,0.5099999999999998,19,1,0,7.8506343470508e-07,5.047469263885773e-06,8.587341919994291e-07,2.9069282065918856e-06
65,101,1.0,1.0059999999999998,37,2,0,3.410383128569807e-06,4.096491078335547e-06,2.7059824381094735e-06,1.8283521782791468e-05
65,119,1.5,1.501,55,3,0,5.721326112848653e-06,4.228939033624165e-06,3.6497203126367587e-06,7.34843928285045e-05
66,84,0.5,0.512,19,1,0,9.635333526603063e-07,3.868164418108222e-06,6.955867236140097e-07,2.1791078266275576e-06
66,102,1.0,1.0050000000000003,37,2,0,3.55476817626901e-06,3.0269660564359303e-06,3.1534137107002787e-06,1.9061762145611283e-05
66,120,1.5,1.501,55,3,0,5.8405520131538906e-06,2.321543988159775e-06,1.7115103145251661e-06,8.182667079381645e-05
67,85,0.5,0.5110000000000001,19,1,0,1.1695771036102087e-06,2.96054341930585e-06,6.136879240106357e-07,1.9958849541978907e-06
67,103,1.0,1.0040000000000004,37,2,0,3.7479882971113265e-06,2.316066335573098e-06,3.4493021121608894e-06,1.3156888797993815e-05
67,121,1.5,1.5,55,3,0,5.86024991410086e-06,1.981930637385213e-06,1.1148238547310128e-06,0.00011386586476191951
68,86,0.5,0.516,19,1,0,1.2594733789228485e-06,2.1526809286243065e-06,5.294269137231201e-07,1.8841331481667112e-06
68,104,1.0,1.0069999999999997,37,2,0,3.892056239646966e-06,1.7125544199677568e-06,3.6229752573202693e-06,8.496671298985348e-06
68,122,1.5,1.5019999999999998,55,3,0,5.974695224553478e-06,3.3252690911939815e-06,3.849123356391618e-06,0.0001109056559016608
69,87,0.5,0.5179999999999998,19,1,0,1.379385366817587e-06,1.4982807696739542e-06,4.404743053916338e-07,1.5073882262406357e-06
69,105,1.0,1.0049999999999994,37,2,0,3.974306979661912e-06,1.183658092830857e-06,3.8130077763170377e-06,8.286279481239944e-06
69,123,1.5,1.504,55,3,0,6.010693562184664e-06,1.4649500103198825e-07,6.225969986288769e-06,9.386767726482503e-05
70,88,0.5,0.52,19,2,0,1.4871494272093471e-06,1.2316957154617912e-06,2.5105853411425744e-07,4.19608001323013e-06
70,106,1.0,1.0109999999999997,37,2,0,4.226767716493323e-06,8.959963604780419e-07,4.196272910320001e-06,1.561543558636913e-05
70,124,1.5,1.5050000000000003,55,3,0,5.954930310121535e-06,3.108394994734707e-06,7.95996415074595e-06,7.044576619819054e-05
71,89,0.5,0.5219999999999998,19,2,0,1.5878210785985252e-06,2.0118181406449962e-06,8.240237046498073e-08,2.8375314400364005e-06
71,107,1.0,1.008,37,2,0,4.516845916546818e-06,6.263251588894069e-07,4.4532326201458076e-06,1.7509204923271682e-05
71,125,1.5,1.5060000000000002,55,3,0,5.83813165614498e-06,5.107728105358267e-06,9.197088424310344e-06,5.130330589508958e-05
72,90,0.5,0.5230000000000001,19,2,0,1.7130932491756614e-06,3.3525187974110536e-06,1.3820655090644307e-08,4.862661029392257e-07
72,108,1.0,1.0070000000000001,37,2,0,4.633868556830114e-06,3.6870721523035985e-07,4.8732285807209336e-06,1.7318027246915335e-05
