transition_sequence,end_simulation_time_s,dt_s,collision_this_step,perturbation_phase,position_error_cm,planar_position_error_cm,velocity_error_cm_s,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s,spring_velocity_error_cm_s,spring_acceleration_error_cm_s2,intermediate_velocity_error_cm_s
20,1.588,0.03400000000000003,False,pre_event,2.7719568151951535e-07,2.7719568151951535e-07,3.766643885683152e-09,3.766643885683152e-09,0.0,0.0,3.766814415939734e-09,6.602132540667327e-08,0.0
21,1.608,0.020000000000000018,False,pre_event,2.1231335267657414e-07,2.1231335267657414e-07,1.0949747775157448e-09,1.0949747775157448e-09,0.0,0.0,1.0956000551232137e-09,1.9004401607958243e-08,0.0
22,1.639,0.030999999999999917,False,pre_event,2.0335517092462396e-07,2.0335517092462396e-07,5.952074388915207e-10,5.952074388915207e-10,0.0,0.0,5.940705705143046e-10,1.1562490742633713e-08,0.0
23,1.663,0.02400000000000002,False,pre_event,3.129287051706342e-08,3.129287051706342e-08,1.2997247722523753e-10,1.2997247722523753e-10,0.0,0.0,1.283808614971349e-10,2.0484110241358877e-09,0.0
24,1.69,0.026999999999999913,False,pre_event,1.0505323189136107e-07,1.0505323189136107e-07,0.0,0.0,0.0,0.0,0.0,9.654722021856799e-09,0.0
25,1.735,0.04500000000000015,False,pre_event,2.682209014892578e-07,2.682209014892578e-07,0.0,0.0,0.0,0.0,0.0,3.82179982539449e-09,0.0
26,1.776,0.040999999999999925,False,pre_event,1.6987326034723083e-07,1.6987326034723083e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.807,0.030999999999999917,False,pre_event,2.0340087303338805e-07,2.0340087303338805e-07,2.842170943040401e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
28,1.833,0.026000000000000023,False,pre_event,8.046629318414489e-08,8.046629318414489e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.854,0.02100000000000013,False,pre_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.874,0.020000000000000018,False,pre_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.8960000000000001,0.02200000000000002,False,pre_event,2.6151542442676146e-07,2.6151542442676146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.9160000000000001,0.020000000000000018,False,pre_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.936,0.019999999999999796,False,pre_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.957,0.02100000000000013,False,pre_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.979,0.02200000000000002,False,pre_event,2.6151542442676146e-07,2.6151542442676146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2.003,0.02400000000000002,False,pre_event,3.1292415769712534e-08,3.1292415769712534e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2.024,0.020999999999999908,False,pre_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2.058,0.03399999999999981,False,pre_event,2.7716157546819886e-07,2.7716157546819886e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2.086,0.028000000000000025,False,pre_event,1.2964005691173952e-07,1.2964005691173952e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2.113,0.027000000000000135,False,pre_event,1.0505311820452334e-07,1.0505311820452334e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.134,0.020999999999999908,False,pre_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2.157,0.02300000000000013,False,pre_event,2.861022494471399e-07,2.861022494471399e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.183,0.0259999999999998,False,pre_event,8.046629318414489e-08,8.046629318414489e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2.205,0.02200000000000024,False,pre_event,2.6151531073992373e-07,2.6151531073992373e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2.23,0.02499999999999991,False,pre_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2.2560000000000002,0.026000000000000245,False,pre_event,8.046617949730717e-08,8.046617949730717e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2.278,0.021999999999999797,False,pre_event,2.6151542442676146e-07,2.6151542442676146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2.303,0.02499999999999991,False,pre_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.327,0.02400000000000002,False,pre_event,3.1292415769712534e-08,3.1292415769712534e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.347,0.020000000000000018,False,pre_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2.368,0.020999999999999908,False,pre_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2.3890000000000002,0.02100000000000035,False,pre_event,2.3692837203270756e-07,2.3692837203270756e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2.412,0.022999999999999687,False,event,5.370032757404254,5.370032757404254,233.47966573995885,233.47966573995885,0.0,0.0,233.47966573995882,1227.6359495457255,38.664739230450934
54,2.4290000000000003,0.017000000000000348,False,post_event,1.4556149920905565e-07,1.4556149920905565e-07,8.926683653552803e-06,8.926683653552803e-06,0.0,0.0,8.92668365741026e-06,2.1726509205932748e-05,3.2479915207591285e-06
55,2.456,0.02699999999999969,False,post_event,1.74112006314337e-07,1.74112006314337e-07,9.401277353442186e-06,9.401277353442186e-06,0.0,0.0,9.401277320034099e-06,7.519984586307537e-05,2.9446010408907357e-07
56,2.476,0.020000000000000018,False,post_event,2.519301167126554e-07,2.519301167126554e-07,2.780002021082494e-06,2.780002021082494e-06,0.0,0.0,2.7800020172488457e-06,1.4489011522896959e-05,4.4775348610076544e-07
57,2.495,0.019000000000000128,False,post_event,1.9696649349477577e-07,1.9696649349477577e-07,4.066696757534128e-06,4.066696757534128e-06,0.0,0.0,4.066696714555751e-06,3.3196522482807045e-05,5.362139093955922e-07
58,2.517,0.021999999999999797,False,post_event,2.77340416618324e-07,2.77340416618324e-07,2.3692668457216376e-06,2.3692668457216376e-06,0.0,0.0,2.3692668989027117e-06,1.7747888105996375e-05,0.0
59,2.54,0.02300000000000013,False,post_event,3.0092125376534235e-07,3.0092125376534235e-07,9.90567946148524e-07,9.90567946148524e-07,0.0,0.0,9.905679052683327e-07,5.470076986010796e-06,0.0
60,2.562,0.021999999999999797,False,post_event,2.6581987224625036e-07,2.6581987224625036e-07,1.3717699329238984e-06,1.3717699329238984e-06,0.0,0.0,1.3717699871092992e-06,1.5380627321942638e-05,0.0
61,2.597,0.03500000000000014,False,post_event,2.783917568961742e-08,2.783917568961742e-08,3.607932770043358e-07,3.607932770043358e-07,0.0,0.0,3.607932590513993e-07,7.87165197980875e-06,0.0
62,2.625,0.028000000000000025,False,post_event,1.3009431682797035e-07,1.3009431682797035e-07,9.301643768478978e-07,9.301643768478978e-07,0.0,0.0,9.301643334803813e-07,1.3709196951754409e-05,0.0
63,2.648,0.02300000000000013,False,post_event,2.8669594286765914e-07,2.8669594286765914e-07,2.3257883754921637e-07,2.3257883754921637e-07,0.0,0.0,2.325788711117591e-07,2.997229137405736e-06,0.0
64,2.67,0.021999999999999797,False,post_event,2.6169629081165334e-07,2.6169629081165334e-07,2.7120841636793357e-07,2.7120841636793357e-07,0.0,0.0,2.712083793385172e-07,4.03372344868816e-06,0.0
65,2.693,0.02300000000000013,False,post_event,2.862677897379539e-07,2.862677897379539e-07,1.1464520951602434e-07,1.1464520951602434e-07,0.0,0.0,1.146452260786141e-07,1.6200545384190206e-06,0.0
66,2.717,0.02400000000000002,False,post_event,3.1291665818390954e-08,3.1291665818390954e-08,3.5050176882402756e-08,3.5050176882402756e-08,0.0,0.0,3.5050170582752574e-08,4.519631783571646e-07,0.0
67,2.737,0.020000000000000018,False,post_event,2.1237024411146647e-07,2.1237024411146647e-07,7.503858224115636e-08,7.503858224115636e-08,0.0,0.0,7.50386613920562e-08,1.1896256897957791e-06,0.0
68,2.758,0.020999999999999908,False,post_event,2.3700789083499862e-07,2.3700789083499862e-07,7.612958055203791e-08,7.612958055203791e-08,0.0,0.0,7.612959677301787e-08,1.3995354496215272e-06,0.0
69,2.779,0.020999999999999908,False,post_event,2.3697522408644372e-07,2.3697522408644372e-07,5.2509399389373564e-08,5.2509399389373564e-08,0.0,0.0,5.250944465984397e-08,9.693193592967578e-07,0.0
70,2.805,0.026000000000000245,False,post_event,8.050365043498659e-08,8.050365043498659e-08,5.429313347378504e-08,5.429313347378504e-08,0.0,0.0,5.429318729303656e-08,9.896023864437987e-07,0.0
71,2.826,0.020999999999999908,False,post_event,2.3694439168072737e-07,2.3694439168072737e-07,2.268550953108233e-08,2.268550953108233e-08,0.0,0.0,2.2685432813469624e-08,4.2210979406811046e-07,0.0
72,2.848,0.021999999999999797,False,post_event,2.6151882304163023e-07,2.6151882304163023e-07,1.3026619415951585e-08,1.3026619415951585e-08,0.0,0.0,1.302654877997251e-08,2.209340252476981e-07,0.0
73,2.869,0.02100000000000035,False,post_event,2.3693494515453958e-07,2.3693494515453958e-07,1.0442908634156212e-08,1.0442908634156212e-08,0.0,0.0,1.0442889629336974e-08,1.954812880396299e-07,0.0
74,2.892,0.022999999999999687,False,post_event,2.86104494830377e-07,2.86104494830377e-07,3.805066048875226e-09,3.805066048875226e-09,0.0,0.0,3.8051168153173956e-09,6.350997388897295e-08,0.0
75,2.915,0.02300000000000013,False,post_event,2.861037642857634e-07,2.861037642857634e-07,2.5235615147828607e-09,2.5235615147828607e-09,0.0,0.0,2.5236200837521508e-09,4.252170337604081e-08,0.0
76,2.938,0.02300000000000013,False,post_event,2.861031748546721e-07,2.861031748546721e-07,1.669932235047659e-09,1.669932235047659e-09,0.0,0.0,1.6698554544172033e-09,2.837710718138049e-08,0.0
77,2.96,0.021999999999999797,False,post_event,2.61515769104439e-07,2.61515769104439e-07,1.74366156655888e-09,1.74366156655888e-09,0.0,0.0,1.7435654917195319e-09,3.06521315294268e-08,0.0
78,2.983,0.02300000000000013,False,post_event,2.861027072372984e-07,2.861027072372984e-07,7.400271257341836e-10,7.400271257341836e-10,0.0,0.0,7.399995672048044e-10,1.2758290896899066e-08,0.0
79,3.007,0.02400000000000002,False,post_event,3.1292415775070825e-08,3.1292415775070825e-08,1.963279192243436e-10,1.963279192243436e-10,0.0,0.0,1.963667748815932e-10,3.171647788788986e-09,0.0
80,3.033,0.0259999999999998,False,post_event,8.046663948865665e-08,8.046663948865665e-08,8.644313570655196e-10,8.644313570655196e-10,0.0,0.0,8.64368994365108e-10,1.6278599590842917e-08,0.0
81,3.06,0.027000000000000135,False,post_event,1.050531750479422e-07,1.050531750479422e-07,0.0,0.0,0.0,0.0,0.0,9.193603225750138e-09,0.0
82,3.085,0.02499999999999991,False,post_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,2.6508677674852412e-09,0.0
83,3.107,0.02200000000000024,False,post_event,2.615153675833426e-07,2.615153675833426e-07,0.0,0.0,0.0,0.0,0.0,1.8166103359360696e-09,0.0
84,3.132,0.02499999999999991,False,post_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,2.900295827024234e-10,0.0
85,3.164,0.03200000000000003,False,post_event,2.2798775489718537e-07,2.2798775489718537e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,3.1950000000000003,0.03100000000000014,False,post_event,2.034008161899692e-07,2.034008161899692e-07,2.842170943040401e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
87,3.229,0.03399999999999981,False,post_event,2.771616323116177e-07,2.771616323116177e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,3.254,0.02499999999999991,False,post_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,3.273,0.019000000000000128,False,post_event,1.8775460830511292e-07,1.8775460830511292e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3.293,0.020000000000000018,False,post_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3.317,0.02400000000000002,False,post_event,3.1292415769712534e-08,3.1292415769712534e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3.335,0.017999999999999794,False,post_event,1.631677264413156e-07,1.631677264413156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,3.357,0.02200000000000024,False,post_event,2.615153675833426e-07,2.615153675833426e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3.3770000000000002,0.020000000000000018,False,post_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3.398,0.020999999999999908,False,post_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,3.42,0.021999999999999797,False,post_event,2.6151542442676146e-07,2.6151542442676146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,3.443,0.02300000000000013,False,post_event,2.861022494471399e-07,2.861022494471399e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,3.473,0.029999999999999805,False,post_event,1.7881399116959074e-07,1.7881399116959074e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,3.503,0.03000000000000025,False,post_event,1.7881387748275301e-07,1.7881387748275301e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3.528,0.02499999999999991,False,post_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,3.549,0.020999999999999908,False,post_event,2.3692848571954528e-07,2.3692848571954528e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,3.573,0.02400000000000002,False,post_event,3.1292415769712534e-08,3.1292415769712534e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,3.595,0.02200000000000024,False,post_event,2.615153675833426e-07,2.615153675833426e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,3.614,0.018999999999999684,False,post_event,1.8775466514853179e-07,1.8775466514853179e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,3.634,0.020000000000000018,False,post_event,2.123415470123291e-07,2.123415470123291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,3.656,0.02200000000000024,False,post_event,2.615153675833426e-07,2.615153675833426e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,3.678,0.021999999999999797,False,post_event,2.6151542442676146e-07,2.6151542442676146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3.704,0.026000000000000245,False,post_event,8.046623634072603e-08,8.046623634072603e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3.731,0.02699999999999969,False,post_event,1.0505323189136107e-07,1.0505323189136107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,3.766,0.03500000000000014,False,post_event,2.2351741790771484e-08,2.2351741790771484e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,3.801,0.03500000000000014,False,post_event,2.2351741790771484e-08,2.2351741790771484e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,3.827,0.0259999999999998,False,post_event,8.046629318414489e-08,8.046629318414489e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,3.845,0.018000000000000238,False,post_event,1.6316766959789675e-07,1.6316766959789675e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,3.862,0.016999999999999904,False,post_event,1.3858078773409943e-07,1.3858078773409943e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,3.8810000000000002,0.019000000000000128,False,post_event,1.8775460830511292e-07,1.8775460830511292e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,3.899,0.017999999999999794,False,post_event,1.631677264413156e-07,1.631677264413156e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3.926,0.027000000000000135,False,post_event,1.050531750479422e-07,1.050531750479422e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,3.966,0.040000000000000036,False,post_event,4.246830940246582e-07,4.246830940246582e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4.007,0.04099999999999948,False,post_event,1.6987331719064969e-07,1.6987331719064969e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,4.043,0.036000000000000476,False,post_event,3.263353391957935e-07,3.263353391957935e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,4.079,0.03599999999999959,False,post_event,3.263355097260501e-07,3.263355097260501e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.107,0.02800000000000047,False,post_event,1.2964005691173952e-07,1.2964005691173952e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,4.1370000000000005,0.03000000000000025,False,post_event,1.7881387748275301e-07,1.7881387748275301e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,4.1610000000000005,0.02400000000000002,False,post_event,3.1292415769712534e-08,3.1292415769712534e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,4.181,0.019999999999999574,False,post_event,2.1234160385574796e-07,2.1234160385574796e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4.197,0.016000000000000014,False,post_event,1.1399390587030211e-07,1.1399390587030211e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4.222,0.025000000000000355,False,post_event,5.587929763350985e-08,5.587929763350985e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,4.242,0.019999999999999574,False,post_event,2.1234160385574796e-07,2.1234160385574796e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,4.268,0.0259999999999998,False,post_event,8.046629318414489e-08,8.046629318414489e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,4.306,0.038000000000000256,False,post_event,3.7550921661022585e-07,3.7550921661022585e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,4.356,0.04999999999999982,False,post_event,1.1175870895385742e-07,1.1175870895385742e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,4.383,0.027000000000000135,False,post_event,1.050531750479422e-07,1.050531750479422e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
