start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,external_perturbation_step_count,perturbation_relation,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
69,88,0.5,0.524,20,1,0,0,no_event,16.011848044258954,73.14732534335415,0.7003666836225751,0.5614529769821139
69,106,1.0,1.0,38,2,0,0,no_event,29.775189162638785,8.025437817525344,0.22953592482569024,0.7740804686218183
69,123,1.5,1.5560000000000005,55,3,0,0,no_event,30.795195879940163,0.14960076217033824,34.76921365017099,369.0656751855955
70,89,0.5,0.5249999999999999,20,1,0,0,no_event,17.897696758982647,67.35173616255616,0.6771045618004645,0.8307905871779955
70,108,1.0,1.025,39,2,0,0,no_event,30.09784909636877,5.693073510318246,0.19329996967942484,0.6717715763707872
70,123,1.5,1.5290000000000004,54,3,0,0,no_event,30.795195985723197,0.14960076217033824,34.76921364983858,369.0656751868453
71,89,0.5,0.5009999999999999,19,1,0,0,no_event,17.897696790338614,67.35173616255548,0.6771046358506221,0.8307908128466686
71,108,1.0,1.001,38,2,0,0,no_event,30.097849127688868,5.693073510318246,0.19329998312823493,0.6717716278830324
71,123,1.5,1.5050000000000003,53,3,0,0,no_event,30.795196017043466,0.14960076217033827,34.76921364764476,369.0656751951023
72,90,0.5,0.504,19,1,0,0,no_event,19.698786657988876,60.036325513513376,0.645985378474417,1.0373090312570086
72,109,1.0,1.0029999999999997,38,2,0,0,no_event,30.233058284910147,4.666811263114675,0.1753805154564322,0.6179156397343917
72,124,1.5,1.501,53,3,0,0,no_event,30.798226651921166,0.13196537001843703,41.15288526981411,277.5508983874463
73,91,0.5,0.504,19,1,0,0,no_event,21.082412728230565,53.21638426539606,0.6159359913837997,1.1557510793032169
73,110,1.0,1.0060000000000002,38,2,0,0,no_event,30.343547935067875,3.8106998755199974,0.15894172307414692,0.5668584868617614
