transition_sequence,end_simulation_time_s,dt_s,collision_this_step,perturbation_phase,position_error_cm,planar_position_error_cm,velocity_error_cm_s,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s,spring_velocity_error_cm_s,spring_acceleration_error_cm_s2,intermediate_velocity_error_cm_s
67,2.814,0.02499999999999991,False,no_event,5.602703367912909e-08,5.602703367912909e-08,1.4100322687227163e-08,1.4100322687227163e-08,8.026374005272721e-08,3.60603549154348e-06,1.410015215697058e-08,2.2452429071506685e-07,0.0
68,2.839,0.02499999999999991,False,no_event,5.597485142061487e-08,5.597485142061487e-08,9.10668518372404e-09,9.10668518372404e-09,7.161441242976806e-08,3.2173051351946924e-06,9.10819153432385e-09,1.472969763938181e-07,0.0
69,2.866,0.027000000000000135,False,no_event,1.0530072813708102e-07,1.0530072813708102e-07,1.4882289178785868e-08,1.4882289178785868e-08,1.2686723735608934e-08,4.327044891283549e-07,1.4880384924254031e-08,2.5561380567751257e-07,0.0
70,2.89,0.02400000000000002,False,no_event,3.1296622182708234e-08,3.1296622182708234e-08,1.4227055089577334e-09,1.4227055089577334e-09,4.2182806184939816e-08,1.7593328678344733e-06,1.4207444110070355e-09,2.0971352654441944e-08,0.0
71,2.9170000000000003,0.027000000000000135,False,no_event,1.0515293524804292e-07,1.0515293524804292e-07,5.992205842630938e-09,5.992205842630938e-09,9.353756873809686e-09,3.407625968065986e-07,5.992660589981824e-09,1.0470730860134836e-07,0.0
72,2.943,0.0259999999999998,False,no_event,8.03348711997387e-08,8.03348711997387e-08,3.9130156892497325e-09,3.9130156892497325e-09,6.985704146829094e-08,3.1412057310831187e-06,3.913470436600619e-09,7.247888333949959e-08,0.0
73,2.968,0.02499999999999991,False,no_event,5.5888904171297327e-08,5.5888904171297327e-08,9.070504347619135e-10,9.070504347619135e-10,4.0275821931246646e-08,1.8091412812282215e-06,9.075904472410912e-10,1.5508418327314644e-08,0.0
74,2.993,0.02499999999999991,False,no_event,5.588549356616568e-08,5.588549356616568e-08,5.766196409240365e-10,5.766196409240365e-10,3.5476721139042524e-08,1.6219526308702825e-06,5.760796284448588e-10,9.917903665002115e-09,0.0
75,3.019,0.026000000000000245,False,no_event,8.04332103143679e-08,8.04332103143679e-08,9.819132174015976e-10,9.819132174015976e-10,5.0130223556356136e-08,2.2546620073171653e-06,9.798668543226086e-10,1.8330488738005357e-08,0.0
76,3.044,0.02499999999999991,False,no_event,5.587935447692871e-08,5.587935447692871e-08,0.0,0.0,2.8443624183015877e-08,1.3006167627338527e-06,0.0,3.952661087325282e-09,0.0
77,3.069,0.02499999999999991,False,no_event,0.03941581212689016,0.03941581212689016,1.576634686724418,1.576634686724418,0.0756784211473004,3.027136696068297,1.5766346867263223,106.15577387849916,17.50000037252906
78,3.095,0.026000000000000245,False,no_event,1.543274947835016e-07,1.543274947835016e-07,3.032399916946815e-06,3.032399916946815e-06,2.9675160400116e-08,1.4187739374449393e-06,3.032401565405962e-06,3.8314408186579385e-05,5.364415613939855e-07
79,3.119,0.02400000000000002,False,no_event,1.4067722986510489e-08,1.4067722986510489e-08,5.444574355806253e-07,5.444574355806253e-07,1.0171770093444651e-08,4.1822031349170175e-07,5.444568387247273e-07,5.267677238407487e-06,2.0861622829215776e-07
80,3.146,0.02699999999999969,False,no_event,3.5531002140487544e-08,3.5531002140487544e-08,4.266987147616419e-06,4.266987147616419e-06,3.907797414933258e-08,1.784612315702816e-06,4.2669865223388115e-06,2.318040390036913e-05,7.003548887496436e-07
81,3.169,0.02300000000000013,False,no_event,1.6612091258139117e-07,1.6612091258139117e-07,8.525202588316461e-07,8.525202588316461e-07,6.318820707882294e-09,1.5601432217238198e-06,8.525197046083122e-07,2.5827783133536286e-05,1.9073485013620939e-06
82,3.197,0.028000000000000025,False,no_event,4.712580903287744e-08,4.712580903287744e-08,3.99727586852805e-06,3.99727586852805e-06,3.293810417004815e-08,1.5221684357413778e-06,3.997274021116937e-06,2.7545173111320764e-05,0.0
83,3.224,0.027000000000000135,False,no_event,5.770198185928166e-08,5.770198185928166e-08,3.5525688630855257e-06,3.5525688630855257e-06,2.7079039002480767e-08,1.2308046297704323e-06,3.5525668735658655e-06,3.6910987091687275e-05,0.0
84,3.253,0.028999999999999915,False,no_event,4.0995132621901575e-08,4.0995132621901575e-08,2.7287024266797744e-06,2.7287024266797744e-06,1.6834981262235814e-08,8.825709052473485e-07,2.728702497734048e-06,3.302009724848176e-05,0.0
85,3.2800000000000002,0.027000000000000135,False,no_event,2.7318378670315724e-08,2.7318378670315724e-08,1.66454589134446e-06,1.66454589134446e-06,1.950888630516092e-08,8.911739595163226e-07,1.6645460760855713e-06,2.215126778537524e-05,0.0
86,3.3080000000000003,0.028000000000000025,False,no_event,1.1712927516782656e-08,1.1712927516782656e-08,9.268970480036387e-07,9.268970480036387e-07,1.7639381707834116e-08,8.063745617903351e-07,9.268966323361383e-07,1.2846199410887493e-05,0.0
87,3.337,0.028999999999999915,False,no_event,1.202693056256976e-08,1.202693056256976e-08,7.850072432091793e-07,7.850072432091793e-07,1.027573606487233e-08,5.310410404746335e-07,7.850073391324486e-07,1.168285928088153e-05,0.0
88,3.363,0.0259999999999998,False,no_event,1.6381704881496262e-08,1.6381704881496262e-08,4.885372533180998e-07,4.885372533180998e-07,7.999095023880744e-09,3.755827036044934e-07,4.885377746788322e-07,8.408674887050438e-06,0.0
89,3.391,0.028000000000000025,False,no_event,3.164814188494347e-09,3.164814188494347e-09,2.4630968464833813e-07,2.4630968464833813e-07,1.0419420803162125e-08,4.7572920269800534e-07,2.463114547879286e-07,3.843918747747921e-06,0.0
90,3.4210000000000003,0.03000000000000025,False,no_event,5.546780812437646e-10,5.546780812437646e-10,8.500713155612516e-08,8.500713155612516e-08,1.1713270447581484e-08,5.08908899021776e-07,8.500548975831634e-08,1.2825899418089648e-06,0.0
91,3.447,0.0259999999999998,False,no_event,3.975287654611748e-09,3.975287654611748e-09,1.1844479774758554e-07,1.1844479774758554e-07,4.627198172780383e-09,2.171254078753293e-07,1.1844283731576866e-07,2.114989563040126e-06,0.0
92,3.475,0.028000000000000025,False,no_event,2.047975122217827e-08,2.047975122217827e-08,6.863990354443912e-07,6.863990354443912e-07,3.786393317651136,135.22833411110815,6.863989645530308e-07,2.3678748536199866e-06,4.3213366218708416e-07
93,3.505,0.029999999999999805,False,no_event,2.681983399713207e-08,2.681983399713207e-08,6.419769029645466e-07,6.419769029645466e-07,0.013220884645162263,0.44069935588601084,6.419769374279459e-07,6.007011214935823e-06,5.960465472298893e-07
94,3.529,0.02400000000000002,False,no_event,9.375830232493836e-09,9.375830232493836e-09,2.8427246192928024e-07,2.8427246192928024e-07,7.813157252758642e-08,3.4013380343367317e-06,2.842724570409389e-07,2.5086065053100515e-06,1.0430811414607888e-07
95,3.555,0.026000000000000245,False,no_event,5.236746793639697e-08,5.236746793639697e-08,2.435828561429148e-06,2.435828561429148e-06,2.3442896579556926e-07,1.0880717638883652e-05,2.4358285567278904e-06,3.259072249080298e-05,2.6822078069699273e-07
96,3.58,0.02499999999999991,False,no_event,3.3859241360390225e-08,3.3859241360390225e-08,9.12149314302634e-07,9.12149314302634e-07,1.5927256045033618e-07,7.464915341870437e-06,9.121493234361417e-07,2.204598263185638e-06,1.8626455755565985e-07
97,3.606,0.0259999999999998,False,no_event,5.2090122786750616e-08,5.2090122786750616e-08,2.8362674207599214e-06,2.8362674207599214e-06,2.812345682656103e-07,1.294525310413519e-05,2.836267421112546e-06,3.895950765472275e-05,2.682210009652408e-07
98,3.6310000000000002,0.025000000000000355,False,no_event,4.4349884511906016e-08,4.4349884511906016e-08,1.0090018474423863e-06,1.0090018474423863e-06,1.7736945858798947e-07,8.345505790430252e-06,1.0090018372084844e-06,3.3923640332161753e-06,1.8626434439283912e-07
99,3.656,0.02499999999999991,False,no_event,4.927706544080199e-08,4.927706544080199e-08,1.0353652162862991e-06,1.0353652162862991e-06,1.800975093938118e-07,8.468655948945525e-06,1.0353652156699615e-06,3.7274433960399884e-06,1.8626455755565985e-07
100,3.6830000000000003,0.027000000000000135,False,no_event,1.2756872309755167e-07,1.2756872309755167e-07,2.7630742751091858e-06,2.7630742751091858e-06,6.716430754165157e-08,4.231657442232972e-07,2.7630742889076383e-06,2.031662596286445e-05,3.5017721700114635e-07
101,3.709,0.0259999999999998,False,no_event,3.317406999672718e-08,3.317406999672718e-08,3.0960519302868814e-06,3.0960519302868814e-06,2.86431441948497e-07,1.3148062237178237e-05,3.0960519167402627e-06,4.342721458193348e-05,2.6822101517609553e-07
102,3.734,0.02499999999999991,False,no_event,6.175606165321807e-08,6.175606165321807e-08,9.785228806533578e-07,9.785228806533578e-07,1.7118872484215757e-07,8.065072194085587e-06,9.785228804190713e-07,5.657474381042491e-06,0.0
103,3.7600000000000002,0.026000000000000245,False,no_event,5.095012374502919e-09,5.095012374502919e-09,2.094994087024129e-06,2.094994087024129e-06,2.7084644412051377e-07,1.227160049666054e-05,2.0949940731703623e-06,3.090686766387253e-05,0.0
104,3.787,0.02699999999999969,False,no_event,1.1965124009699347e-07,1.1965124009699347e-07,1.3202074403425992e-06,1.3202074403425992e-06,5.001284836639141e-08,6.321158707578434e-07,1.32020748282541e-06,1.644097777628181e-05,0.0
105,3.81,0.02300000000000013,False,no_event,2.4552073087778733e-07,2.4552073087778733e-07,2.5638647812313426e-07,2.5638647812313426e-07,3.6449385649508965e-08,1.1543599100605206e-05,2.5638647769290425e-07,2.115241691223751e-06,0.0
106,3.839,0.028999999999999915,False,no_event,1.544990944150996e-07,1.544990944150996e-07,6.918625182886169e-07,6.918625182886169e-07,2.819957386119782e-07,1.3246010070133707e-05,6.918625470032516e-07,9.865748859395846e-06,0.0
107,3.863,0.02400000000000002,False,no_event,2.937804310931824e-08,2.937804310931824e-08,6.22791848844778e-08,6.22791848844778e-08,9.540244244780744e-08,4.276994928886779e-06,6.227924193172884e-08,6.213125548209612e-07,0.0
108,3.891,0.028000000000000025,False,no_event,1.2392999337945853e-07,1.2392999337945853e-07,2.2924024480277256e-07,2.2924024480277256e-07,1.5845599756363595e-08,3.198084883138108e-06,2.2924033006722634e-07,3.471099904029081e-06,0.0
109,3.92,0.028999999999999915,False,no_event,1.4686171567785588e-07,1.4686171567785588e-07,1.890944943213305e-07,1.890944943213305e-07,2.2893090630656672e-07,1.0788296336272651e-05,1.890944659754779e-07,2.995822835302912e-06,8.745863515364571e-20
110,3.9490000000000003,0.02900000000000036,False,no_event,1.4574396090001303e-07,1.4574396090001303e-07,1.1632616360851906e-07,1.1632616360851906e-07,2.107754859627745e-07,9.950267568115123e-06,1.1632607844821598e-07,1.8864145329163224e-06,0.0
111,3.974,0.02499999999999991,False,no_event,5.24210435060013e-08,5.24210435060013e-08,2.5562627841702445e-08,2.5562627841702445e-08,9.615290068600813e-08,4.653626206163608e-06,2.556262772696357e-08,3.9669141195998815e-07,0.0
112,4.001,0.027000000000000135,False,no_event,9.875067519260483e-08,9.875067519260483e-08,4.2204305994000343e-08,4.2204305994000343e-08,3.0349259881524105e-08,4.795189028072855e-07,4.2204249221383385e-08,7.061075844357172e-07,0.0
113,4.0280000000000005,0.027000000000000135,False,no_event,9.848773174780945e-08,9.848773174780945e-08,2.6354655493034995e-08,2.6354655493034995e-08,2.8220323799939683e-08,4.4788023956243705e-07,2.6354683905300762e-08,4.466829254621805e-07,1.1091868968217313e-20
114,4.057,0.028999999999999915,False,no_event,1.4422398209035237e-07,1.4422398209035237e-07,1.790931495363076e-08,1.790931495363076e-08,1.507745763413398e-07,7.186185229102193e-06,1.7909258163134302e-08,3.074195040679715e-07,0.0
115,4.081,0.02400000000000002,False,no_event,2.9210667662482592e-08,2.9210667662482592e-08,1.5106432928408222e-09,1.5106432928408222e-09,4.812240299704185e-08,2.2867941495974264e-06,1.5105854413022443e-09,2.2231976401754896e-08,0.0
116,4.109,0.02799999999999958,False,no_event,1.2106736591022127e-07,1.2106736591022127e-07,5.350699713795267e-09,5.350699713795267e-09,6.749137034065583e-09,1.7057686463317623e-06,5.350585775167383e-09,9.277559389379626e-08,0.0
117,4.1370000000000005,0.02800000000000047,False,no_event,1.2103966184895398e-07,1.2103966184895398e-07,3.2339642970744123e-09,3.2339642970744123e-09,1.1179827816406424e-08,1.5573074776398244e-06,3.2339357989026213e-09,5.654655370293725e-08,0.0
118,4.1610000000000005,0.02400000000000002,False,no_event,2.9207313900769805e-08,2.9207313900769805e-08,3.577440878222649e-10,3.577440878222649e-10,3.5651600757648113e-08,1.7580169213715635e-06,3.5797143164015855e-10,5.548319054081915e-09,0.0
119,4.192,0.030999999999999694,False,no_event,1.89794135962984e-07,1.89794135962984e-07,6.074872125605318e-10,6.074872125605318e-10,8.571956177555992e-08,4.4402871424154e-06,6.076561496725759e-10,1.182326501910659e-08,0.0
